season,sample_name,niche,sample_ID,species,tin_no,tin_mass,tin_wet,tin_dry,dry_mass,moist,peak_area,ppm,Bag_ID,incubation_time,avg_blank,bag_blank_avg,ppm_corrected
fall,BiscBas,Soil,6,NA,214,1.06,18.02,17.44,16.38,3.540903541,3251,2.51318,A,22.25,2.8059192,3.426952,-3.7196912
fall,BiscBas,Soil,7,NA,216,1.07,9.07,8.8,7.73,3.492884864,8634.4,2.943852,A,22.25,2.8059192,3.426952,-3.2890192
fall,BiscBas,Wood,5,NA,217,1.09,5.76,2.52,1.43,226.5734266,9677.4,3.027292,A,22.25,2.75146,3.426952,-3.15112
fall,BiscBas,Wood,4,NA,219,1.07,3.29,2.12,1.05,111.4285714,11942.4,3.208492,A,22.25,2.75146,3.426952,-2.96992
fall,BiscBas,Soil,1,NA,220,1.06,12.82,12.5,11.44,2.797202797,3780.7,2.555556,A,22.25,2.8059192,3.426952,-3.6773152
fall,BiscBas,Wood,7,NA,221,1.06,3.12,2.36,1.3,58.46153846,8169.9,2.906692,A,22.25,2.75146,3.426952,-3.27172
fall,BiscBas,Wood,3,NA,222,1.06,3.87,3,1.94,44.84536082,8416.1,2.926388,A,22.25,2.75146,3.426952,-3.252024
fall,BiscBas,Wood,1,NA,223,1.06,2.86,2.69,1.63,10.42944785,7880.1,2.883508,A,22.25,2.75146,3.426952,-3.294904
fall,BiscBas,Wood,2,NA,224,1.06,5.78,3.49,2.43,94.23868313,6177.8,2.747324,A,22.25,2.75146,3.426952,-3.431088
fall,BiscBas,Wood,8,NA,225,1.06,5.9,2.39,1.33,263.9097744,5659.9,2.705892,A,22.25,2.75146,3.426952,-3.47252
fall,BiscBas,Lichen,4,peca,226,1.06,6.29,6.08,5.02,4.183266932,4563.2,2.618156,A,22.25,8.0429672,3.426952,-8.8517632
fall,BiscBas,Lichen,3,peca,227,1.07,4.43,4.22,3.15,6.666666667,3929.6,2.567468,A,22.25,8.0429672,3.426952,-8.9024512
fall,BiscBas,Wood,6,NA,228,1.05,1.98,1.75,0.7,32.85714286,0,2.2531,A,22.25,2.75146,3.426952,-3.925312
fall,BiscBas,Lichen,8,clacar,229,1.08,5.46,5.2,4.12,6.310679612,32345.7,4.840756,A,22.25,8.0429672,3.426952,-6.6291632
fall,BiscBas,Lichen,5,peca,230,1.09,4.65,4.43,3.34,6.586826347,4885.5,2.64394,A,22.25,8.0429672,3.426952,-8.8259792
fall,BiscBas,Lichen,1,peca,232,1.09,4.58,4.46,3.37,3.560830861,3405.6,2.525548,A,22.25,8.0429672,3.426952,-8.9443712
fall,BiscBas,Lichen,7,peca,233,1.09,5.74,5.6,4.51,3.10421286,4502.3,2.613284,A,22.25,8.0429672,3.426952,-8.8566352
fall,BiscBas,Lichen,6,clacar,234,1.05,3.97,3.86,2.81,3.914590747,7397.2,2.844876,A,22.25,8.0429672,3.426952,-8.6250432
fall,BiscBas,Lichen,2,peca,235,1.08,4.57,4.41,3.33,4.804804805,0,2.2531,A,22.25,8.0429672,3.426952,-9.2168192
