,Bag_ID,sample.x,sample_no,moist_level,temp,1.5s peak area,ppm,mean_blank.x,median_blank.x,n.x,sample.y,mean_blank.y,median_blank.y,n.y,ppm_corrected
252,C,Lichen,14,50,25,17963,2.78024,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-2.050736
253,C,Lichen,15,50,25,10010.9,2.144072,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-2.686904
254,C,Lichen,16,50,25,49981.1,5.341688,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,0.510712
255,C,Lichen,17,50,25,9412.4,2.096192,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-2.734784
211,C,Litter,16,50,25,6247.6,1.843008,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-2.989186
221,C,Litter,14,50,25,17291,2.72648,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-2.105714
222,C,Litter,15,50,25,23597.2,3.230976,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-1.601218
230,C,Litter,13,50,25,32384.1,3.933928,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-0.898266
234,C,Litter,17,50,25,24988,3.34224,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-1.489954
206,C,Moss,16,50,25,64431.7,6.82497,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,2.16173
208,C,Moss,17,50,25,24124.8,2.79428,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-1.86896
210,C,Moss,15,50,25,14263.2,1.80812,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.85512
212,C,Moss,13,50,25,25876,2.9694,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-1.69384
225,C,Moss,14,50,25,19526.7,2.33447,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.32877
286,C,Soil,13,50,25,212422.9,21.62409,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,17.336006
287,C,Soil,14,50,25,29112.6,3.29306,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-0.995024
288,C,Soil,15,50,25,17482.4,2.13004,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-2.158044
289,C,Soil,16,50,25,23221.1,2.70391,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-1.584174
290,C,Soil,17,50,25,2958.7,0.67767,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-3.610414
262,C,Wood,13,50,25,17892,2.171,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,-1.58617
263,C,Wood,14,50,25,5387.1,0.92051,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,-2.83666
299,C,Wood,15,50,25,70680.9,7.44989,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,3.69272
300,C,Wood,16,50,25,119813.7,12.36317,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,8.606
301,C,Wood,17,50,25,41375.3,4.51933,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,0.76216
213,C,Lichen,15,100,25,219407.7,18.895816,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,14.06484
223,C,Lichen,14,100,25,9834.6,2.129968,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-2.701008
228,C,Lichen,16,100,25,56506.6,5.863728,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,1.032752
229,C,Lichen,17,100,25,5685.3,1.798024,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-3.032952
256,C,Lichen,13,100,25,25554.2,3.387536,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-1.44344
235,C,Litter,13,100,25,31170.7,3.836856,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-0.995338
236,C,Litter,14,100,25,5947.9,1.819032,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-3.013162
237,C,Litter,15,100,25,3909.5,1.65596,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-3.176234
238,C,Litter,16,100,25,48930.8,5.257664,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,0.42547
239,C,Litter,17,100,25,17998.9,2.783112,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-2.049082
214,C,Moss,17,100,25,20829.4,2.46474,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.1985
216,C,Moss,16,100,25,392541.2,39.63592,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,34.97268
244,C,Moss,13,100,25,16830.7,2.06487,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.59837
245,C,Moss,15,100,25,13395.1,1.72131,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.94193
280,C,Moss,14,100,25,13570.6,1.73886,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.92438
224,C,Soil,16,100,25,3586.8,10.01353,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,5.725446
291,C,Soil,13,100,25,28565.6,3.23836,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-1.049724
292,C,Soil,14,100,25,21038.8,2.48568,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-1.802404
293,C,Soil,15,100,25,19058.2,2.28762,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-2.000464
294,C,Soil,17,100,25,96317.3,0.50443,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-3.783654
270,C,Wood,13,100,25,1458.3,0.52763,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,-3.22954
271,C,Wood,14,100,25,173989.5,17.78075,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,14.02358
272,C,Wood,15,100,25,236228.2,24.00462,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,20.24745
273,C,Wood,16,100,25,210290,21.4108,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,17.65363
274,C,Wood,17,100,25,210706.6,21.45246,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,17.69529
201,C,Lichen,15,150,25,315165.8,26.556464,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,21.725488
202,C,Lichen,14,150,25,21788.6,3.086288,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-1.744688
203,C,Lichen,15,150,25,1634813.2,132.128256,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,127.29728
204,C,Lichen,17,150,25,117141.9,10.714552,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,5.883576
205,C,Lichen,16,150,25,42696,4.75888,2.0189625,1.983236,16,Bag_C,2.84774,2.84774,2,-0.072096
240,C,Litter,13,150,25,13341.4,2.410512,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-2.421682
241,C,Litter,14,150,25,38183.9,4.397912,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-0.434282
242,C,Litter,15,150,25,19691.5,2.91852,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-1.913674
243,C,Litter,16,150,25,11692.2,2.278576,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-2.553618
279,C,Litter,17,150,25,34171.9,4.076952,2.43269275,1.984454,16,Bag_C,2.84774,2.84774,2,-0.755242
231,C,Moss,15,150,25,29323.8,3.31418,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-1.34906
232,C,Moss,16,150,25,60996.7,6.48147,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,1.81823
233,C,Moss,17,150,25,906847.1,91.06651,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,86.40327
265,C,Moss,13,150,25,23348.3,2.71663,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-1.94661
266,C,Moss,14,150,25,19737.4,2.35554,2.44090175,1.8155,16,Bag_C,2.84774,2.84774,2,-2.3077
209,C,Soil,17,150,25,29564.8,3.33828,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-0.949804
295,C,Soil,13,150,25,13902.5,0.74048,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-3.547604
296,C,Soil,14,150,25,3586.8,2.48808,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-1.800004
297,C,Soil,15,150,25,21062.8,1.80435,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-2.483734
298,C,Soil,16,150,25,14225.5,1.80435,1.280441625,1.440344,16,Bag_C,2.84774,2.84774,2,-2.483734
267,C,Wood,15,150,25,175535.4,17.93534,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,14.17817
268,C,Wood,14,150,25,20503.6,2.43216,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,-1.32501
269,C,Wood,13,150,25,90690.9,9.45089,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,5.69372
275,C,Wood,15,150,25,44051.7,4.78697,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,1.0298
276,C,Wood,16,150,25,8238.2,1.20562,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,-2.55155
277,C,Wood,17,150,25,224501.7,22.83197,1.305584667,0.90943,15,Bag_C,2.84774,2.84774,2,19.0748
332,D,Lichen,19,25,35,233552.8,20.027424,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,14.403738
333,D,Lichen,20,25,35,23734,3.24192,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.381766
334,D,Lichen,21,25,35,30701.6,3.799328,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-1.824358
335,D,Lichen,22,25,35,47161.5,5.11612,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-0.507566
371,D,Lichen,23,25,35,21020,3.0248,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.598886
312,D,Litter,20,25,35,25399.2,3.375136,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-2.249768
346,D,Litter,19,25,35,75659.3,7.395944,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,1.77104
348,D,Litter,21,25,35,72445.2,7.138816,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,1.513912
349,D,Litter,22,25,35,7622.3,1.952984,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-3.67192
350,D,Litter,23,25,35,125190.7,11.358456,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,5.733552
378,D,Moss,19,25,35,24222.1,2.80401,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-2.65194
380,D,Moss,21,25,35,37936,4.1754,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-1.28055
389,D,Moss,22,25,35,31111.8,3.49298,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-1.96297
396,D,Moss,20,25,35,352792.6,35.66106,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,30.20511
401,D,Moss,23,25,35,11017.5,1.48355,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-3.9724
370,D,Soil,21,25,35,2380.5,0.61985,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-4.460944
388,D,Soil,22,25,35,9477.1,1.32951,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-3.751284
395,D,Soil,23,25,35,40367.6,4.41856,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-0.662234
397,D,Soil,19,25,35,18354.3,2.21723,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.863564
399,D,Soil,20,25,35,20946.7,2.47647,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.604324
391,D,Wood,23,25,35,14911.6,1.87296,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-2.67692
392,D,Wood,20,25,35,7076.5,1.08945,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-3.46043
393,D,Wood,22,25,35,451841.9,45.56599,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,41.01611
394,D,Wood,19,25,35,38033.4,4.18514,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-0.36474
400,D,Wood,21,25,35,130932.8,13.47508,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,8.9252
365,D,Lichen,22,50,35,1723545.5,139.22684,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,133.603154
366,D,Lichen,23,50,35,384453.4,32.099472,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,26.475786
372,D,Lichen,19,50,35,23349.3,3.211144,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.412542
373,D,Lichen,20,50,35,1603584.7,129.629976,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,124.00629
374,D,Lichen,21,50,35,60699.1,6.199128,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,0.575442
351,D,Litter,19,50,35,152325.8,13.529264,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,7.90436
352,D,Litter,20,50,35,23789,3.24632,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-2.378584
353,D,Litter,21,50,35,6265.4,1.844432,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-3.780472
354,D,Litter,22,50,35,46739.6,5.082368,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-0.542536
355,D,Litter,23,50,35,3261,1.60408,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-4.020824
330,D,Moss,19,50,35,0,0.3818,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-5.07415
331,D,Moss,21,50,35,15008.2,1.88262,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-3.57333
368,D,Moss,20,50,35,25647.5,2.94655,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-2.5094
369,D,Moss,22,50,35,157364,16.1182,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,10.66225
398,D,Moss,23,50,35,7057.4,1.08754,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-4.36841
302,D,Soil,19,50,35,24007.5,2.78255,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.298244
303,D,Soil,20,50,35,19702.5,2.35205,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.728744
304,D,Soil,21,50,35,32470.4,3.62884,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-1.451954
305,D,Soil,22,50,35,29870.1,3.36881,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-1.711984
306,D,Soil,23,50,35,16246.5,2.00645,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-3.074344
367,D,Wood,23,50,35,488207.1,49.20251,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,44.65263
375,D,Wood,21,50,35,11494.2,1.53122,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-3.01866
376,D,Wood,22,50,35,195686.5,19.95045,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,15.40057
384,D,Wood,20,50,35,159783.8,16.36018,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,11.8103
385,D,Wood,19,50,35,740068.2,74.38862,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,69.83874
341,D,Lichen,19,100,35,39123.3,4.473064,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-1.150622
342,D,Lichen,20,100,35,17493.3,2.742664,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.881022
381,D,Lichen,21,100,35,3297798.8,265.167104,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,259.543418
382,D,Lichen,22,100,35,31164,3.83632,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-1.787366
383,D,Lichen,23,100,35,47523.6,5.145088,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-0.478598
321,D,Litter,20,100,35,77767.6,7.564608,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,1.939704
322,D,Litter,21,100,35,2176.8,1.517344,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-4.10756
323,D,Litter,22,100,35,77117.8,7.512624,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,1.88772
356,D,Litter,19,100,35,104353.2,9.691456,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,4.066552
360,D,Litter,23,100,35,69883.8,6.933904,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,1.309
316,D,Moss,19,100,35,14649.8,1.84678,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-3.60917
317,D,Moss,20,100,35,19373.5,2.31915,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-3.1368
318,D,Moss,21,100,35,80548,8.4366,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,2.98065
319,D,Moss,22,100,35,17714.8,2.15328,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-3.30267
320,D,Moss,23,100,35,32421.2,3.62392,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-1.83203
307,D,Soil,19,100,35,15208,2.55984,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.520954
308,D,Soil,20,100,35,34946.5,4.13892,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-0.941874
309,D,Soil,21,100,35,9254.6,2.083568,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.997226
310,D,Soil,22,100,35,32296.3,3.926904,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-1.15389
311,D,Soil,23,100,35,10562.9,2.188232,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-2.892562
357,D,Wood,20,100,35,88846.3,9.26643,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,4.71655
358,D,Wood,21,100,35,99534.6,10.33526,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,5.78538
359,D,Wood,22,100,35,293343.7,29.71617,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,25.16629
387,D,Wood,19,100,35,19857.4,2.36754,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-2.18234
390,D,Wood,23,100,35,38834,4.2652,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-0.28468
343,D,Lichen,21,150,35,27591.4,3.550512,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.073174
344,D,Lichen,22,150,35,17767.9,2.764632,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.859054
345,D,Lichen,23,150,35,7447.2,1.938976,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-3.68471
347,D,Lichen,20,150,35,18286.7,2.806136,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.81755
379,D,Lichen,19,150,35,21958.2,3.099856,2.0189625,1.983236,16,Bag_D,3.64045,3.64045,2,-2.52383
324,D,Litter,19,150,35,120177.7,10.957416,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,5.332512
325,D,Litter,20,150,35,92163.5,8.71628,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,3.091376
326,D,Litter,21,150,35,139152.2,12.475376,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,6.850472
327,D,Litter,22,150,35,32134.2,3.913936,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-1.710968
328,D,Litter,23,150,35,19217.4,2.880592,2.43269275,1.984454,16,Bag_D,3.64045,3.64045,2,-2.744312
336,D,Moss,19,150,35,32448.8,3.62668,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-1.82927
337,D,Moss,20,150,35,33813.1,3.76311,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-1.69284
338,D,Moss,21,150,35,93845.6,9.76636,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,4.31041
339,D,Moss,22,150,35,20508.4,2.43264,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,-3.02331
340,D,Moss,23,150,35,74901.1,7.87191,2.44090175,1.8155,16,Bag_D,3.64045,3.64045,2,2.41596
313,D,Soil,19,150,35,2086.5,1.51012,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-3.570674
314,D,Soil,20,150,35,26853.2,3.491456,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-1.589338
315,D,Soil,21,150,35,7971.4,1.980912,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-3.099882
377,D,Soil,23,150,35,29268.6,3.684688,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-1.396106
386,D,Soil,22,150,35,21977.9,3.101432,1.280441625,1.440344,16,Bag_D,3.64045,3.64045,2,-1.979362
329,D,Wood,23,150,35,388488.8,39.23068,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,34.6808
361,D,Wood,19,150,35,15783.6,1.96016,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,-2.58972
362,D,Wood,20,150,35,109863.2,11.36812,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,6.81824
363,D,Wood,21,150,35,43733.2,4.75512,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,0.20524
364,D,Wood,22,150,35,238956.6,24.27746,1.305584667,0.90943,15,Bag_D,3.64045,3.64045,2,19.72758
