,data_file,niche,sample_no,temp_C,moist_level,moist,peaka rea,ppm,Bag_ID,bag_avg,avg_blank,median_blank,ppm_orreted,incubation_time
307,2022_09_06_REH_lim_exp2_118,Wood,1,25,1,100,83358,8.79954,A,6.220324,15.129416,7.5426,-4.963384,24
308,2022_09_06_REH_lim_exp2_119,Wood,2,25,1,100,107116.9,10.700252,A,6.220324,15.129416,7.5426,-3.062672,24
309,2022_09_06_REH_lim_exp2_120,Wood,3,25,1,100,52284.2,6.313636,A,6.220324,15.129416,7.5426,-7.449288,24
310,2022_09_06_REH_lim_exp2_121,Wood,4,25,1,100,248197.8,21.986724,A,6.220324,15.129416,7.5426,8.2238,24
311,2022_09_06_REH_lim_exp2_122,Wood,5,25,1,100,101807.6,10.275508,A,6.220324,15.129416,7.5426,-3.487416,24
312,2022_09_06_REH_lim_exp2_123,Wood,6,25,1,100,68611.9,7.619852,A,6.220324,15.129416,7.5426,-6.143072,24
313,2022_09_06_REH_lim_exp2_124,Wood,7,25,1,100,284804.9,24.915292,A,6.220324,15.129416,7.5426,11.152368,24
314,2022_09_06_REH_lim_exp2_125,Wood,8,25,1,100,43194.2,5.586436,A,6.220324,15.129416,7.5426,-8.176488,24
315,2022_09_06_REH_lim_exp2_126,Wood,9,25,1,100,95664.3,9.784044,A,6.220324,15.129416,7.5426,-3.97888,24
316,2022_09_06_REH_lim_exp2_128,Wood,1,25,1.5,150,104845.9,10.518572,A,6.220324,15.129416,7.5426,-3.244352,24
317,2022_09_06_REH_lim_exp2_129,Wood,2,25,1.5,150,251111.5,22.21982,A,6.220324,15.129416,7.5426,8.456896,24
318,2022_09_06_REH_lim_exp2_130,Wood,3,25,1.5,150,135794.2,12.994436,A,6.220324,15.129416,7.5426,-0.768488,24
319,2022_09_06_REH_lim_exp2_131,Wood,4,25,1.5,150,276446.7,24.246636,A,6.220324,15.129416,7.5426,10.483712,24
320,2022_09_06_REH_lim_exp2_132,Wood,5,25,1.5,150,351955.7,30.287356,A,6.220324,15.129416,7.5426,16.524432,24
321,2022_09_06_REH_lim_exp2_133,Wood,6,25,1.5,150,425276,36.15298,A,6.220324,15.129416,7.5426,22.390056,24
322,2022_09_06_REH_lim_exp2_134,Wood,7,25,1.5,150,126689.6,12.266068,A,6.220324,15.129416,7.5426,-1.496856,24
323,2022_09_06_REH_lim_exp2_135,Wood,8,25,1.5,150,542074.4,45.496852,A,6.220324,15.129416,7.5426,31.733928,24
324,2022_09_06_REH_lim_exp2_136,Wood,9,25,1.5,150,139232.6,13.269508,A,6.220324,15.129416,7.5426,-0.493416,24
325,2022_09_08_REH_lim_exp2_017,Wood,1,35,0.25,25,85227.1,8.670068,A,6.220324,8.261408,4.093656,-1.643912,24.25
326,2022_09_08_REH_lim_exp2_018,Wood,2,35,0.25,25,45530.4,5.494332,A,6.220324,8.261408,4.093656,-4.819648,24.25
327,2022_09_08_REH_lim_exp2_019,Wood,3,35,0.25,25,134084.8,12.578684,A,6.220324,8.261408,4.093656,2.264704,24.25
328,2022_09_08_REH_lim_exp2_020,Wood,4,35,0.25,25,24824.7,3.837876,A,6.220324,8.261408,4.093656,-6.476104,24.25
329,2022_09_08_REH_lim_exp2_021,Wood,5,35,0.25,25,23756.1,3.752388,A,6.220324,8.261408,4.093656,-6.561592,24.25
330,2022_09_08_REH_lim_exp2_022,Wood,6,35,0.25,25,33152.9,4.504132,A,6.220324,8.261408,4.093656,-5.809848,24.25
331,2022_09_08_REH_lim_exp2_023,Wood,7,35,0.25,25,90226.1,9.069988,A,6.220324,8.261408,4.093656,-1.243992,24.25
332,2022_09_08_REH_lim_exp2_024,Wood,8,35,0.25,25,72447.3,7.647684,A,6.220324,8.261408,4.093656,-2.666296,24.25
333,2022_09_08_REH_lim_exp2_025,Wood,9,35,0.25,25,15862.1,3.120868,A,6.220324,8.261408,4.093656,-7.193112,24.25
334,2022_09_08_REH_lim_exp2_027,Wood,1,35,0.5,50,88887.9,8.962932,A,6.220324,8.261408,4.093656,-1.351048,24.25
335,2022_09_08_REH_lim_exp2_028,Wood,2,35,0.5,50,122174.8,11.625884,A,6.220324,8.261408,4.093656,1.311904,24.25
336,2022_09_08_REH_lim_exp2_029,Wood,3,35,0.5,50,107165.8,10.425164,A,6.220324,8.261408,4.093656,0.111184,24.25
337,2022_09_08_REH_lim_exp2_030,Wood,4,35,0.5,50,39459.8,5.008684,A,6.220324,8.261408,4.093656,-5.305296,24.25
338,2022_09_08_REH_lim_exp2_031,Wood,5,35,0.5,50,78565.9,8.137172,A,6.220324,8.261408,4.093656,-2.176808,24.25
339,2022_09_08_REH_lim_exp2_032,Wood,6,35,0.5,50,60503,6.69214,A,6.220324,8.261408,4.093656,-3.62184,24.25
340,2022_09_08_REH_lim_exp2_033,Wood,7,35,0.5,50,83044.1,8.495428,A,6.220324,8.261408,4.093656,-1.818552,24.25
341,2022_09_08_REH_lim_exp2_034,Wood,8,35,0.5,50,47320.5,5.63754,A,6.220324,8.261408,4.093656,-4.67644,24.25
342,2022_09_08_REH_lim_exp2_035,Wood,9,35,0.5,50,43291.1,5.315188,A,6.220324,8.261408,4.093656,-4.998792,24.25
343,2022_09_08_REH_lim_exp2_037,Wood,1,35,1,100,173983.5,15.77058,A,6.220324,8.261408,4.093656,5.4566,24.25
344,2022_09_08_REH_lim_exp2_038,Wood,2,35,1,100,213509,18.93262,A,6.220324,8.261408,4.093656,8.61864,24.25
345,2022_09_08_REH_lim_exp2_039,Wood,3,35,1,100,125726.2,11.909996,A,6.220324,8.261408,4.093656,1.596016,24.25
346,2022_09_08_REH_lim_exp2_040,Wood,4,35,1,100,303616.5,26.14122,A,6.220324,8.261408,4.093656,15.82724,24.25
347,2022_09_08_REH_lim_exp2_041,Wood,5,35,1,100,34345,4.5995,A,6.220324,8.261408,4.093656,-5.71448,24.25
348,2022_09_08_REH_lim_exp2_042,Wood,6,35,1,100,36525,4.7739,A,6.220324,8.261408,4.093656,-5.54008,24.25
349,2022_09_08_REH_lim_exp2_043,Wood,7,35,1,100,16611.4,3.180812,A,6.220324,8.261408,4.093656,-7.133168,24.25
350,2022_09_08_REH_lim_exp2_044,Wood,8,35,1,100,462546.4,38.855612,A,6.220324,8.261408,4.093656,28.541632,24.25
351,2022_09_08_REH_lim_exp2_045,Wood,9,35,1,100,16781.3,3.194404,A,6.220324,8.261408,4.093656,-7.119576,24.25
352,2022_09_08_REH_lim_exp2_047,Wood,1,35,1.5,150,431549,36.37582,A,6.220324,8.261408,4.093656,26.06184,24.25
353,2022_09_08_REH_lim_exp2_048,Wood,2,35,1.5,150,258643.6,22.543388,A,6.220324,8.261408,4.093656,12.229408,24.25
354,2022_09_08_REH_lim_exp2_049,Wood,3,35,1.5,150,237683.6,20.866588,A,6.220324,8.261408,4.093656,10.552608,24.25
355,2022_09_08_REH_lim_exp2_050,Wood,4,35,1.5,150,79317.1,8.197268,A,6.220324,8.261408,4.093656,-2.116712,24.25
356,2022_09_08_REH_lim_exp2_051,Wood,5,35,1.5,150,134096.4,12.579612,A,6.220324,8.261408,4.093656,2.265632,24.25
357,2022_09_08_REH_lim_exp2_052,Wood,6,35,1.5,150,316140.3,27.143124,A,6.220324,8.261408,4.093656,16.829144,24.25
358,2022_09_08_REH_lim_exp2_053,Wood,7,35,1.5,150,157597.6,14.459708,A,6.220324,8.261408,4.093656,4.145728,24.25
359,2022_09_08_REH_lim_exp2_054,Wood,8,35,1.5,150,40237.6,5.070908,A,6.220324,8.261408,4.093656,-5.243072,24.25
360,2022_09_08_REH_lim_exp2_055,Wood,9,35,1.5,150,92615,9.2611,A,6.220324,8.261408,4.093656,-1.05288,24.25
