,data_file,niche,sample_no,temp_C,moist_level,moist,peaka rea,ppm,Bag_ID,bag_avg,avg_blank,median_blank,ppm_orreted,incubation_time
34,2022_09_01_REH_lim_exp2_053,Soil,7,15,0.1,10,2491.6,2.082444,AB,2.1591825,5.4895155,5.306235,-5.3829735,24.5
35,2022_09_01_REH_lim_exp2_054,Soil,8,15,0.1,10,5339.6,2.338764,AB,2.1591825,5.4895155,5.306235,-5.1266535,24.5
36,2022_09_01_REH_lim_exp2_055,Soil,9,15,0.1,10,6844.6,2.474214,AB,2.1591825,5.4895155,5.306235,-4.9912035,24.5
1,2022_09_01_REH_lim_exp2_017,Soil,1,15,0.25,25,10061.4,2.763726,AB,2.1591825,5.4895155,5.306235,-4.7016915,24.5
2,2022_09_01_REH_lim_exp2_018,Soil,2,15,0.25,25,13270.1,3.052509,AB,2.1591825,5.4895155,5.306235,-4.4129085,24.5
3,2022_09_01_REH_lim_exp2_019,Soil,3,15,0.25,25,5336.8,2.338512,AB,2.1591825,5.4895155,5.306235,-5.1269055,24.5
4,2022_09_01_REH_lim_exp2_020,Soil,4,15,0.25,25,21633.5,3.805215,AB,2.1591825,5.4895155,5.306235,-3.6602025,24.5
5,2022_09_01_REH_lim_exp2_021,Soil,5,15,0.25,25,30594.2,4.611678,AB,2.1591825,5.4895155,5.306235,-2.8537395,24.5
6,2022_09_01_REH_lim_exp2_022,Soil,6,15,0.25,25,19306.7,3.595803,AB,2.1591825,5.4895155,5.306235,-3.8696145,24.5
7,2022_09_01_REH_lim_exp2_023,Soil,7,15,0.25,25,180583.6,18.110724,AB,2.1591825,5.4895155,5.306235,10.6453065,24.5
8,2022_09_01_REH_lim_exp2_024,Soil,8,15,0.25,25,23271.5,3.952635,AB,2.1591825,5.4895155,5.306235,-3.5127825,24.5
9,2022_09_01_REH_lim_exp2_025,Soil,9,15,0.25,25,11004.6,2.848614,AB,2.1591825,5.4895155,5.306235,-4.6168035,24.5
10,2022_09_01_REH_lim_exp2_027,Soil,1,15,0.5,50,13857.4,3.105366,AB,2.1591825,5.4895155,5.306235,-4.3600515,24.5
11,2022_09_01_REH_lim_exp2_028,Soil,2,15,0.5,50,16461,3.33969,AB,2.1591825,5.4895155,5.306235,-4.1257275,24.5
12,2022_09_01_REH_lim_exp2_029,Soil,3,15,0.5,50,15515.9,3.254631,AB,2.1591825,5.4895155,5.306235,-4.2107865,24.5
13,2022_09_01_REH_lim_exp2_030,Soil,4,15,0.5,50,8023.6,2.580324,AB,2.1591825,5.4895155,5.306235,-4.8850935,24.5
14,2022_09_01_REH_lim_exp2_031,Soil,5,15,0.5,50,11478.9,2.891301,AB,2.1591825,5.4895155,5.306235,-4.5741165,24.5
15,2022_09_01_REH_lim_exp2_032,Soil,6,15,0.5,50,16688,3.36012,AB,2.1591825,5.4895155,5.306235,-4.1052975,24.5
16,2022_09_01_REH_lim_exp2_033,Soil,7,15,0.5,50,8065.1,2.584059,AB,2.1591825,5.4895155,5.306235,-4.8813585,24.5
17,2022_09_01_REH_lim_exp2_034,Soil,8,15,0.5,50,3602.6,2.182434,AB,2.1591825,5.4895155,5.306235,-5.2829835,24.5
18,2022_09_01_REH_lim_exp2_035,Soil,9,15,0.5,50,8375,2.61195,AB,2.1591825,5.4895155,5.306235,-4.8534675,24.5
19,2022_09_01_REH_lim_exp2_037,Soil,1,15,1,100,12343.8,2.969142,AB,2.1591825,5.4895155,5.306235,-4.4962755,24.5
20,2022_09_01_REH_lim_exp2_038,Soil,2,15,1,100,11525.4,2.895486,AB,2.1591825,5.4895155,5.306235,-4.5699315,24.5
21,2022_09_01_REH_lim_exp2_039,Soil,3,15,1,100,27678.3,4.349247,AB,2.1591825,5.4895155,5.306235,-3.1161705,24.5
22,2022_09_01_REH_lim_exp2_040,Soil,4,15,1,100,10673.8,2.818842,AB,2.1591825,5.4895155,5.306235,-4.6465755,24.5
23,2022_09_01_REH_lim_exp2_041,Soil,5,15,1,100,6659.2,2.457528,AB,2.1591825,5.4895155,5.306235,-5.0078895,24.5
24,2022_09_01_REH_lim_exp2_042,Soil,6,15,1,100,8487.7,2.622093,AB,2.1591825,5.4895155,5.306235,-4.8433245,24.5
25,2022_09_01_REH_lim_exp2_043,Soil,7,15,1,100,13083.9,3.035751,AB,2.1591825,5.4895155,5.306235,-4.4296665,24.5
26,2022_09_01_REH_lim_exp2_044,Soil,8,15,1,100,8215.4,2.597586,AB,2.1591825,5.4895155,5.306235,-4.8678315,24.5
27,2022_09_01_REH_lim_exp2_045,Soil,9,15,1,100,8424.9,2.616441,AB,2.1591825,5.4895155,5.306235,-4.8489765,24.5
244,2022_09_06_REH_lim_exp2_034,Soil,1,25,0.1,10,13399.4,3.202852,A,6.220324,2.918506,2.68276,-5.700232,24
245,2022_09_06_REH_lim_exp2_035,Soil,2,25,0.1,10,7064.9,2.696092,A,6.220324,2.918506,2.68276,-6.206992,24
246,2022_09_06_REH_lim_exp2_036,Soil,3,25,0.1,10,23589.4,4.018052,A,6.220324,2.918506,2.68276,-4.885032,24
247,2022_09_06_REH_lim_exp2_037,Soil,4,25,0.1,10,6923.4,2.684772,A,6.220324,2.918506,2.68276,-6.218312,24
248,2022_09_06_REH_lim_exp2_038,Soil,5,25,0.1,10,15887.9,3.401932,A,6.220324,2.918506,2.68276,-5.501152,24
249,2022_09_06_REH_lim_exp2_039,Soil,6,25,0.1,10,44058.6,5.655588,A,6.220324,2.918506,2.68276,-3.247496,24
250,2022_09_06_REH_lim_exp2_040,Soil,7,25,0.1,10,14260,3.2717,A,6.220324,2.918506,2.68276,-5.631384,24
251,2022_09_06_REH_lim_exp2_041,Soil,8,25,0.1,10,10919.8,3.004484,A,6.220324,2.918506,2.68276,-5.8986,24
252,2022_09_06_REH_lim_exp2_042,Soil,9,25,0.1,10,7762.2,2.751876,A,6.220324,2.918506,2.68276,-6.151208,24
217,2022_09_06_REH_lim_exp2_004,Soil,1,25,0.25,25,14975.4,3.328932,A,6.220324,2.918506,2.68276,-5.574152,24
218,2022_09_06_REH_lim_exp2_005,Soil,2,25,0.25,25,9077.8,2.857124,A,6.220324,2.918506,2.68276,-6.04596,24
219,2022_09_06_REH_lim_exp2_006,Soil,3,25,0.25,25,5887.7,2.601916,A,6.220324,2.918506,2.68276,-6.301168,24
220,2022_09_06_REH_lim_exp2_007,Soil,4,25,0.25,25,10616.6,2.980228,A,6.220324,2.918506,2.68276,-5.922856,24
221,2022_09_06_REH_lim_exp2_008,Soil,5,25,0.25,25,9456.4,2.887412,A,6.220324,2.918506,2.68276,-6.015672,24
222,2022_09_06_REH_lim_exp2_009,Soil,6,25,0.25,25,12530.2,3.133316,A,6.220324,2.918506,2.68276,-5.769768,24
223,2022_09_06_REH_lim_exp2_010,Soil,7,25,0.25,25,59169.3,6.864444,A,6.220324,2.918506,2.68276,-2.03864,24
224,2022_09_06_REH_lim_exp2_011,Soil,8,25,0.25,25,8793.2,2.834356,A,6.220324,2.918506,2.68276,-6.068728,24
225,2022_09_06_REH_lim_exp2_012,Soil,9,25,0.25,25,12094.2,3.098436,A,6.220324,2.918506,2.68276,-5.804648,24
226,2022_09_06_REH_lim_exp2_014,Soil,1,25,0.5,50,2146.2,2.302596,A,6.220324,2.918506,2.68276,-6.600488,24
227,2022_09_06_REH_lim_exp2_015,Soil,2,25,0.5,50,92261.9,9.511852,A,6.220324,2.918506,2.68276,0.608768,24
228,2022_09_06_REH_lim_exp2_016,Soil,3,25,0.5,50,17137.5,3.5019,A,6.220324,2.918506,2.68276,-5.401184,24
229,2022_09_06_REH_lim_exp2_017,Soil,4,25,0.5,50,2445.6,2.326548,A,6.220324,2.918506,2.68276,-6.576536,24
230,2022_09_06_REH_lim_exp2_018,Soil,5,25,0.5,50,4494,2.49042,A,6.220324,2.918506,2.68276,-6.412664,24
231,2022_09_06_REH_lim_exp2_019,Soil,6,25,0.5,50,29710.9,4.507772,A,6.220324,2.918506,2.68276,-4.395312,24
232,2022_09_06_REH_lim_exp2_020,Soil,7,25,0.5,50,6983,2.68954,A,6.220324,2.918506,2.68276,-6.213544,24
233,2022_09_06_REH_lim_exp2_021,Soil,8,25,0.5,50,15017.6,3.332308,A,6.220324,2.918506,2.68276,-5.570776,24
234,2022_09_06_REH_lim_exp2_022,Soil,9,25,0.5,50,36995.3,5.090524,A,6.220324,2.918506,2.68276,-3.81256,24
235,2022_09_06_REH_lim_exp2_024,Soil,1,25,1,100,28646.5,4.42262,A,6.220324,2.918506,2.68276,-4.480464,24
236,2022_09_06_REH_lim_exp2_025,Soil,2,25,1,100,88798.2,9.234756,A,6.220324,2.918506,2.68276,0.331672,24
237,2022_09_06_REH_lim_exp2_026,Soil,3,25,1,100,43466.4,5.608212,A,6.220324,2.918506,2.68276,-3.294872,24
238,2022_09_06_REH_lim_exp2_027,Soil,4,25,1,100,10606.5,2.97942,A,6.220324,2.918506,2.68276,-5.923664,24
239,2022_09_06_REH_lim_exp2_028,Soil,5,25,1,100,10028.8,2.933204,A,6.220324,2.918506,2.68276,-5.96988,24
240,2022_09_06_REH_lim_exp2_029,Soil,6,25,1,100,3375.9,2.400972,A,6.220324,2.918506,2.68276,-6.502112,24
241,2022_09_06_REH_lim_exp2_030,Soil,7,25,1,100,6706.4,2.667412,A,6.220324,2.918506,2.68276,-6.235672,24
242,2022_09_06_REH_lim_exp2_031,Soil,8,25,1,100,13641.8,3.222244,A,6.220324,2.918506,2.68276,-5.68084,24
243,2022_09_06_REH_lim_exp2_032,Soil,9,25,1,100,15780.5,3.39334,A,6.220324,2.918506,2.68276,-5.509744,24
361,2022_09_08_REH_lim_exp2_060,Soil,1,35,0.1,10,1026714.2,83.989036,A,6.220324,5.329488,2.69064,75.078072,24.25
362,2022_09_08_REH_lim_exp2_061,Soil,2,35,0.1,10,2511964,202.80902,A,6.220324,5.329488,2.69064,193.898056,24.25
363,2022_09_08_REH_lim_exp2_062,Soil,3,35,0.1,10,39511.5,5.01282,A,6.220324,5.329488,2.69064,-3.898144,24.25
364,2022_09_08_REH_lim_exp2_063,Soil,4,35,0.1,10,15256.5,3.07242,A,6.220324,5.329488,2.69064,-5.838544,24.25
365,2022_09_08_REH_lim_exp2_064,Soil,5,35,0.1,10,14371.9,3.001652,A,6.220324,5.329488,2.69064,-5.909312,24.25
366,2022_09_08_REH_lim_exp2_065,Soil,6,35,0.1,10,76369.8,7.961484,A,6.220324,5.329488,2.69064,-0.94948,24.25
367,2022_09_08_REH_lim_exp2_066,Soil,7,35,0.1,10,11145,2.7435,A,6.220324,5.329488,2.69064,-6.167464,24.25
368,2022_09_08_REH_lim_exp2_067,Soil,8,35,0.1,10,13491.7,2.931236,A,6.220324,5.329488,2.69064,-5.979728,24.25
369,2022_09_08_REH_lim_exp2_068,Soil,9,35,0.1,10,41122.3,5.141684,A,6.220324,5.329488,2.69064,-3.76928,24.25
388,2022_09_08_REH_lim_exp2_090,Soil,1,35,0.25,25,14725.1,3.029908,A,6.220324,5.329488,2.69064,-5.881056,24.25
389,2022_09_08_REH_lim_exp2_091,Soil,2,35,0.25,25,20005.5,3.45234,A,6.220324,5.329488,2.69064,-5.458624,24.25
390,2022_09_08_REH_lim_exp2_092,Soil,3,35,0.25,25,21550.9,3.575972,A,6.220324,5.329488,2.69064,-5.334992,24.25
391,2022_09_08_REH_lim_exp2_093,Soil,4,35,0.25,25,18504.7,3.332276,A,6.220324,5.329488,2.69064,-5.578688,24.25
392,2022_09_08_REH_lim_exp2_094,Soil,5,35,0.25,25,14158.7,2.984596,A,6.220324,5.329488,2.69064,-5.926368,24.25
393,2022_09_08_REH_lim_exp2_095,Soil,6,35,0.25,25,15182.5,3.0665,A,6.220324,5.329488,2.69064,-5.844464,24.25
394,2022_09_08_REH_lim_exp2_096,Soil,7,35,0.25,25,10617.6,2.701308,A,6.220324,5.329488,2.69064,-6.209656,24.25
395,2022_09_08_REH_lim_exp2_097,Soil,8,35,0.25,25,16947.7,3.207716,A,6.220324,5.329488,2.69064,-5.703248,24.25
396,2022_09_08_REH_lim_exp2_098,Soil,9,35,0.25,25,15506.3,3.092404,A,6.220324,5.329488,2.69064,-5.81856,24.25
379,2022_09_08_REH_lim_exp2_080,Soil,1,35,0.5,50,28575.1,4.137908,A,6.220324,5.329488,2.69064,-4.773056,24.25
380,2022_09_08_REH_lim_exp2_081,Soil,2,35,0.5,50,49585.6,5.818748,A,6.220324,5.329488,2.69064,-3.092216,24.25
381,2022_09_08_REH_lim_exp2_082,Soil,3,35,0.5,50,11903.8,2.804204,A,6.220324,5.329488,2.69064,-6.10676,24.25
382,2022_09_08_REH_lim_exp2_083,Soil,4,35,0.5,50,9180.3,2.586324,A,6.220324,5.329488,2.69064,-6.32464,24.25
383,2022_09_08_REH_lim_exp2_084,Soil,5,35,0.5,50,26721.7,3.989636,A,6.220324,5.329488,2.69064,-4.921328,24.25
384,2022_09_08_REH_lim_exp2_085,Soil,6,35,0.5,50,18513.4,3.332972,A,6.220324,5.329488,2.69064,-5.577992,24.25
385,2022_09_08_REH_lim_exp2_086,Soil,7,35,0.5,50,17136.1,3.222788,A,6.220324,5.329488,2.69064,-5.688176,24.25
386,2022_09_08_REH_lim_exp2_087,Soil,8,35,0.5,50,16643.6,3.183388,A,6.220324,5.329488,2.69064,-5.727576,24.25
387,2022_09_08_REH_lim_exp2_088,Soil,9,35,0.5,50,66127.8,7.142124,A,6.220324,5.329488,2.69064,-1.76884,24.25
370,2022_09_08_REH_lim_exp2_070,Soil,1,35,1,100,39105.4,4.980332,A,6.220324,5.329488,2.69064,-3.930632,24.25
371,2022_09_08_REH_lim_exp2_071,Soil,2,35,1,100,31350.6,4.359948,A,6.220324,5.329488,2.69064,-4.551016,24.25
372,2022_09_08_REH_lim_exp2_072,Soil,3,35,1,100,18521.5,3.33362,A,6.220324,5.329488,2.69064,-5.577344,24.25
373,2022_09_08_REH_lim_exp2_073,Soil,4,35,1,100,21089.8,3.539084,A,6.220324,5.329488,2.69064,-5.37188,24.25
374,2022_09_08_REH_lim_exp2_074,Soil,5,35,1,100,19531,3.41438,A,6.220324,5.329488,2.69064,-5.496584,24.25
375,2022_09_08_REH_lim_exp2_075,Soil,6,35,1,100,6005.3,2.332324,A,6.220324,5.329488,2.69064,-6.57864,24.25
376,2022_09_08_REH_lim_exp2_076,Soil,7,35,1,100,20402.4,3.484092,A,6.220324,5.329488,2.69064,-5.426872,24.25
377,2022_09_08_REH_lim_exp2_077,Soil,8,35,1,100,24325.8,3.797964,A,6.220324,5.329488,2.69064,-5.113,24.25
378,2022_09_08_REH_lim_exp2_078,Soil,9,35,1,100,28910.3,4.164724,A,6.220324,5.329488,2.69064,-4.74624,24.25
181,2022_09_05_REH_lim_exp2_070,Wood,1,5,0.25,25,5097.5,2.5387,AB,2.1591825,5.84379,5.040772,-4.6612545,24
182,2022_09_05_REH_lim_exp2_071,Wood,2,5,0.25,25,3937.6,2.445908,AB,2.1591825,5.84379,5.040772,-4.7540465,24
183,2022_09_05_REH_lim_exp2_072,Wood,3,5,0.25,25,4386.9,2.481852,AB,2.1591825,5.84379,5.040772,-4.7181025,24
184,2022_09_05_REH_lim_exp2_073,Wood,4,5,0.25,25,8915.4,2.844132,AB,2.1591825,5.84379,5.040772,-4.3558225,24
185,2022_09_05_REH_lim_exp2_074,Wood,5,5,0.25,25,5429.8,2.565284,AB,2.1591825,5.84379,5.040772,-4.6346705,24
186,2022_09_05_REH_lim_exp2_075,Wood,6,5,0.25,25,3921.2,2.444596,AB,2.1591825,5.84379,5.040772,-4.7553585,24
187,2022_09_05_REH_lim_exp2_076,Wood,7,5,0.25,25,22223.3,3.908764,AB,2.1591825,5.84379,5.040772,-3.2911905,24
188,2022_09_05_REH_lim_exp2_077,Wood,8,5,0.25,25,11376.8,3.041044,AB,2.1591825,5.84379,5.040772,-4.1589105,24
189,2022_09_05_REH_lim_exp2_078,Wood,9,5,0.25,25,74967.9,8.128332,AB,2.1591825,5.84379,5.040772,0.9283775,24
190,2022_09_05_REH_lim_exp2_080,Wood,1,5,0.5,50,2757.2,2.351476,AB,2.1591825,5.84379,5.040772,-4.8484785,24
191,2022_09_05_REH_lim_exp2_081,Wood,2,5,0.5,50,7630.5,2.74134,AB,2.1591825,5.84379,5.040772,-4.4586145,24
192,2022_09_05_REH_lim_exp2_082,Wood,3,5,0.5,50,2382,2.32146,AB,2.1591825,5.84379,5.040772,-4.8784945,24
193,2022_09_05_REH_lim_exp2_083,Wood,4,5,0.5,50,8683.1,2.825548,AB,2.1591825,5.84379,5.040772,-4.3744065,24
194,2022_09_05_REH_lim_exp2_084,Wood,5,5,0.5,50,4712,2.50786,AB,2.1591825,5.84379,5.040772,-4.6920945,24
195,2022_09_05_REH_lim_exp2_085,Wood,6,5,0.5,50,3107.2,2.379476,AB,2.1591825,5.84379,5.040772,-4.8204785,24
196,2022_09_05_REH_lim_exp2_086,Wood,7,5,0.5,50,5575.2,2.576916,AB,2.1591825,5.84379,5.040772,-4.6230385,24
197,2022_09_05_REH_lim_exp2_087,Wood,8,5,0.5,50,14678.4,3.305172,AB,2.1591825,5.84379,5.040772,-3.8947825,24
198,2022_09_05_REH_lim_exp2_088,Wood,9,5,0.5,50,27838.4,4.357972,AB,2.1591825,5.84379,5.040772,-2.8419825,24
199,2022_09_05_REH_lim_exp2_090,Wood,1,5,1,100,5027.4,2.533092,AB,2.1591825,5.84379,5.040772,-4.6668625,24
200,2022_09_05_REH_lim_exp2_091,Wood,2,5,1,100,6532.5,2.6535,AB,2.1591825,5.84379,5.040772,-4.5464545,24
201,2022_09_05_REH_lim_exp2_092,Wood,3,5,1,100,2430,2.3253,AB,2.1591825,5.84379,5.040772,-4.8746545,24
202,2022_09_05_REH_lim_exp2_093,Wood,4,5,1,100,7081.5,2.69742,AB,2.1591825,5.84379,5.040772,-4.5025345,24
203,2022_09_05_REH_lim_exp2_094,Wood,5,5,1,100,4422.7,2.484716,AB,2.1591825,5.84379,5.040772,-4.7152385,24
204,2022_09_05_REH_lim_exp2_095,Wood,6,5,1,100,3377.6,2.401108,AB,2.1591825,5.84379,5.040772,-4.7988465,24
205,2022_09_05_REH_lim_exp2_096,Wood,7,5,1,100,18778.3,3.633164,AB,2.1591825,5.84379,5.040772,-3.5667905,24
206,2022_09_05_REH_lim_exp2_097,Wood,8,5,1,100,64796.4,7.314612,AB,2.1591825,5.84379,5.040772,0.1146575,24
207,2022_09_05_REH_lim_exp2_098,Wood,9,5,1,100,31251.4,4.631012,AB,2.1591825,5.84379,5.040772,-2.5689425,24
208,2022_09_05_REH_lim_exp2_100,Wood,1,5,1.5,150,3397.4,2.402692,AB,2.1591825,5.84379,5.040772,-4.7972625,24
209,2022_09_05_REH_lim_exp2_101,Wood,2,5,1.5,150,6662.3,2.663884,AB,2.1591825,5.84379,5.040772,-4.5360705,24
210,2022_09_05_REH_lim_exp2_102,Wood,3,5,1.5,150,4447.5,2.4867,AB,2.1591825,5.84379,5.040772,-4.7132545,24
211,2022_09_05_REH_lim_exp2_103,Wood,4,5,1.5,150,1073.4,2.216772,AB,2.1591825,5.84379,5.040772,-4.9831825,24
212,2022_09_05_REH_lim_exp2_104,Wood,5,5,1.5,150,4911,2.52378,AB,2.1591825,5.84379,5.040772,-4.6761745,24
213,2022_09_05_REH_lim_exp2_105,Wood,6,5,1.5,150,7689.2,2.746036,AB,2.1591825,5.84379,5.040772,-4.4539185,24
214,2022_09_05_REH_lim_exp2_106,Wood,7,5,1.5,150,163330.7,15.197356,AB,2.1591825,5.84379,5.040772,7.9974015,24
215,2022_09_05_REH_lim_exp2_107,Wood,8,5,1.5,150,17950.4,3.566932,AB,2.1591825,5.84379,5.040772,-3.6330225,24
216,2022_09_05_REH_lim_exp2_108,Wood,9,5,1.5,150,5788.6,2.593988,AB,2.1591825,5.84379,5.040772,-4.6059665,24
37,2022_09_02_REH_lim_exp2_005,Wood,1,15,0.25,25,53465.4,6.670086,AB,2.1591825,2.70956625,2.730579,1.7803245,24.25
38,2022_09_02_REH_lim_exp2_006,Wood,2,15,0.25,25,15367.1,3.241239,AB,2.1591825,2.70956625,2.730579,-1.6485225,24.25
39,2022_09_02_REH_lim_exp2_007,Wood,3,15,0.25,25,74183.7,8.534733,AB,2.1591825,2.70956625,2.730579,3.6449715,24.25
40,2022_09_02_REH_lim_exp2_008,Wood,4,15,0.25,25,28282.6,4.403634,AB,2.1591825,2.70956625,2.730579,-0.4861275,24.25
41,2022_09_02_REH_lim_exp2_009,Wood,5,15,0.25,25,42104.2,5.647578,AB,2.1591825,2.70956625,2.730579,0.7578165,24.25
42,2022_09_02_REH_lim_exp2_010,Wood,6,15,0.25,25,23245.1,3.950259,AB,2.1591825,2.70956625,2.730579,-0.9395025,24.25
43,2022_09_02_REH_lim_exp2_011,Wood,7,15,0.25,25,14460,3.1596,AB,2.1591825,2.70956625,2.730579,-1.7301615,24.25
44,2022_09_02_REH_lim_exp2_012,Wood,8,15,0.25,25,37274.1,5.212869,AB,2.1591825,2.70956625,2.730579,0.3231075,24.25
45,2022_09_02_REH_lim_exp2_013,Wood,9,15,0.25,25,11678.4,2.909256,AB,2.1591825,2.70956625,2.730579,-1.9805055,24.25
46,2022_09_02_REH_lim_exp2_015,Wood,1,15,0.5,50,35536.2,5.056458,AB,2.1591825,2.70956625,2.730579,0.1666965,24.25
47,2022_09_02_REH_lim_exp2_016,Wood,2,15,0.5,50,42255.8,5.661222,AB,2.1591825,2.70956625,2.730579,0.7714605,24.25
48,2022_09_02_REH_lim_exp2_017,Wood,3,15,0.5,50,29571.9,4.519671,AB,2.1591825,2.70956625,2.730579,-0.3700905,24.25
49,2022_09_02_REH_lim_exp2_018,Wood,4,15,0.5,50,56759,6.96651,AB,2.1591825,2.70956625,2.730579,2.0767485,24.25
50,2022_09_02_REH_lim_exp2_019,Wood,5,15,0.5,50,14696.7,3.180903,AB,2.1591825,2.70956625,2.730579,-1.7088585,24.25
51,2022_09_02_REH_lim_exp2_020,Wood,6,15,0.5,50,52089.2,6.546228,AB,2.1591825,2.70956625,2.730579,1.6564665,24.25
52,2022_09_02_REH_lim_exp2_021,Wood,7,15,0.5,50,35643.3,5.066097,AB,2.1591825,2.70956625,2.730579,0.1763355,24.25
53,2022_09_02_REH_lim_exp2_022,Wood,8,15,0.5,50,61794,7.41966,AB,2.1591825,2.70956625,2.730579,2.5298985,24.25
54,2022_09_02_REH_lim_exp2_023,Wood,9,15,0.5,50,56689.4,6.960246,AB,2.1591825,2.70956625,2.730579,2.0704845,24.25
55,2022_09_02_REH_lim_exp2_025,Wood,1,15,1,100,63382.7,7.562643,AB,2.1591825,2.70956625,2.730579,2.6728815,24.25
56,2022_09_02_REH_lim_exp2_026,Wood,2,15,1,100,31710.1,4.712109,AB,2.1591825,2.70956625,2.730579,-0.1776525,24.25
57,2022_09_02_REH_lim_exp2_027,Wood,3,15,1,100,45958.5,5.994465,AB,2.1591825,2.70956625,2.730579,1.1047035,24.25
58,2022_09_02_REH_lim_exp2_028,Wood,4,15,1,100,70296.7,8.184903,AB,2.1591825,2.70956625,2.730579,3.2951415,24.25
59,2022_09_02_REH_lim_exp2_029,Wood,5,15,1,100,29308.3,4.495947,AB,2.1591825,2.70956625,2.730579,-0.3938145,24.25
60,2022_09_02_REH_lim_exp2_030,Wood,6,15,1,100,14323.7,3.147333,AB,2.1591825,2.70956625,2.730579,-1.7424285,24.25
61,2022_09_02_REH_lim_exp2_031,Wood,7,15,1,100,24611.1,4.073199,AB,2.1591825,2.70956625,2.730579,-0.8165625,24.25
62,2022_09_02_REH_lim_exp2_032,Wood,8,15,1,100,35356.7,5.040303,AB,2.1591825,2.70956625,2.730579,0.1505415,24.25
63,2022_09_02_REH_lim_exp2_033,Wood,9,15,1,100,53147.8,6.641502,AB,2.1591825,2.70956625,2.730579,1.7517405,24.25
64,2022_09_02_REH_lim_exp2_035,Wood,1,15,1.5,150,115085.1,12.215859,AB,2.1591825,2.70956625,2.730579,7.3260975,24.25
65,2022_09_02_REH_lim_exp2_036,Wood,2,15,1.5,150,33191.5,4.845435,AB,2.1591825,2.70956625,2.730579,-0.0443265,24.25
66,2022_09_02_REH_lim_exp2_037,Wood,3,15,1.5,150,59549.1,7.217619,AB,2.1591825,2.70956625,2.730579,2.3278575,24.25
67,2022_09_02_REH_lim_exp2_038,Wood,4,15,1.5,150,45575.1,5.959959,AB,2.1591825,2.70956625,2.730579,1.0701975,24.25
68,2022_09_02_REH_lim_exp2_039,Wood,5,15,1.5,150,65550.6,7.757754,AB,2.1591825,2.70956625,2.730579,2.8679925,24.25
69,2022_09_02_REH_lim_exp2_040,Wood,6,15,1.5,150,44146.1,5.831349,AB,2.1591825,2.70956625,2.730579,0.9415875,24.25
70,2022_09_02_REH_lim_exp2_041,Wood,7,15,1.5,150,10514.5,2.804505,AB,2.1591825,2.70956625,2.730579,-2.0852565,24.25
71,2022_09_02_REH_lim_exp2_042,Wood,8,15,1.5,150,7790.5,2.559345,AB,2.1591825,2.70956625,2.730579,-2.3304165,24.25
72,2022_09_02_REH_lim_exp2_043,Wood,9,15,1.5,150,12871.1,3.016599,AB,2.1591825,2.70956625,2.730579,-1.8731625,24.25
289,2022_09_06_REH_lim_exp2_095,Wood,1,25,0.25,25,95011.2,9.731796,A,6.220324,15.129416,7.5426,-4.031128,24
290,2022_09_06_REH_lim_exp2_096,Wood,2,25,0.25,25,18612.8,3.619924,A,6.220324,15.129416,7.5426,-10.143,24
291,2022_09_06_REH_lim_exp2_097,Wood,3,25,0.25,25,128360.5,12.39974,A,6.220324,15.129416,7.5426,-1.363184,24
292,2022_09_06_REH_lim_exp2_098,Wood,4,25,0.25,25,13808.5,3.23558,A,6.220324,15.129416,7.5426,-10.527344,24
293,2022_09_06_REH_lim_exp2_099,Wood,5,25,0.25,25,36236.2,5.029796,A,6.220324,15.129416,7.5426,-8.733128,24
294,2022_09_06_REH_lim_exp2_100,Wood,6,25,0.25,25,19425.8,3.684964,A,6.220324,15.129416,7.5426,-10.07796,24
295,2022_09_06_REH_lim_exp2_101,Wood,7,25,0.25,25,32061.1,4.695788,A,6.220324,15.129416,7.5426,-9.067136,24
296,2022_09_06_REH_lim_exp2_102,Wood,8,25,0.25,25,238475.6,21.208948,A,6.220324,15.129416,7.5426,7.446024,24
297,2022_09_06_REH_lim_exp2_103,Wood,9,25,0.25,25,17185.5,3.50574,A,6.220324,15.129416,7.5426,-10.257184,24
298,2022_09_06_REH_lim_exp2_108,Wood,4,25,0.5,50,62971.8,7.168644,A,6.220324,15.129416,7.5426,-6.59428,24
299,2022_09_06_REH_lim_exp2_109,Wood,1,25,0.5,50,151200.2,14.226916,A,6.220324,15.129416,7.5426,0.463992,24
300,2022_09_06_REH_lim_exp2_110,Wood,2,25,0.5,50,59559.1,6.895628,A,6.220324,15.129416,7.5426,-6.867296,24
301,2022_09_06_REH_lim_exp2_111,Wood,3,25,0.5,50,55859.7,6.599676,A,6.220324,15.129416,7.5426,-7.163248,24
302,2022_09_06_REH_lim_exp2_112,Wood,5,25,0.5,50,60742.8,6.990324,A,6.220324,15.129416,7.5426,-6.7726,24
303,2022_09_06_REH_lim_exp2_113,Wood,6,25,0.5,50,82372.5,8.7207,A,6.220324,15.129416,7.5426,-5.042224,24
304,2022_09_06_REH_lim_exp2_114,Wood,7,25,0.5,50,89781.9,9.313452,A,6.220324,15.129416,7.5426,-4.449472,24
305,2022_09_06_REH_lim_exp2_115,Wood,8,25,0.5,50,122297.2,11.914676,A,6.220324,15.129416,7.5426,-1.848248,24
306,2022_09_06_REH_lim_exp2_116,Wood,9,25,0.5,50,168919.7,15.644476,A,6.220324,15.129416,7.5426,1.881552,24
