niche,temp,moist_level,sample_no,dry_mass,actual_moist,peak_area,ppm,ppm_corrected,hrs_incubation,flux_nmol_C2H4_g_hr,flux_mol_N_g_hr,flux_gram_N_g_hr,actual_moist_perc,group_mean,group_sd,moist_z,actual_moist_group
Moss,5,150,3,7.63,0.547837484,13337.7,2.882516,-1.656708,22,0,-7.13937695580013e-12,-9.999911120680569e-11,54.7837484,146.25343804,108.18579160149795,-0.8454870855585946,"(41.9,62.7]"
Moss,5,150,4,1.24,0.64516129,21220.5,3.51314,-1.026084,22,0,-2.7208218844104296e-11,-3.8109735888371566e-10,64.516129,146.25343804,108.18579160149795,-0.7555272076861915,"(62.7,109]"
Moss,5,150,5,2.4,0.65,12830.8,2.841964,-1.69726,22,0,-2.3252840686462287e-11,-3.2569556364307133e-10,65,146.25343804,108.18579160149795,-0.7510546148175982,"(62.7,109]"
Moss,15,25,7,0.92,0.684782609,8703.9,2.511812,-1.746996,22,0,-6.243713473924499e-11,-8.745382151521828e-10,68.4782609,63.472182345,44.76858797405757,0.11182122960636841,"(62.7,109]"
Moss,15,25,8,1.61,1.291925466,358240,30.4747,26.215892,22,1.6061973298623906,5.353991099541302e-10,7.499174713394517e-9,129.19254659999999,63.472182345,44.76858797405757,1.468001722392574,"(109,434]"
Moss,15,25,9,2.87,0.442508711,13631.1,2.905988,-1.35282,22,0,-1.5498761674925817e-11,-2.1708650515218344e-10,44.2508711,63.472182345,44.76858797405757,-0.42934816832146544,"(41.9,62.7]"
Moss,15,25,10,4.21,0.494061758,288720.9,24.913172,20.654364,22,0.48393815793585393,1.613127193119513e-10,2.2594588655867082e-9,49.4061758,63.472182345,44.76858797405757,-0.31419366081304484,"(41.9,62.7]"
Moss,15,25,11,3.59,0.314763231,16547.8,3.139324,-1.119484,22,0,-1.02532683511006e-11,-1.4361445381336076e-10,31.4763231,63.472182345,44.76858797405757,-0.7146944027705523,"[20.1,41.9]"
Moss,15,50,7,2.14,0.728971963,15890.7,3.086756,-1.172052,22,0,-1.8008269798843124e-11,-2.52236432591456e-10,72.8971963,72.28443975,59.20569176895129,0.010349622336839965,"(62.7,109]"
Moss,15,50,8,2.14,0.635514019,361838.8,30.762604,26.503796,22,1.2216715019337858,4.072238339779286e-10,5.703862075378652e-9,63.5514019,72.28443975,59.20569176895129,-0.1475033495779504,"(62.7,109]"
Moss,15,50,9,0.85,0.823529412,123909.9,11.728292,7.469484,22,0.8668257659071053,2.8894192196903506e-10,4.047122818443683e-9,82.35294119999999,72.28443975,59.20569176895129,0.17005968766131568,"(62.7,109]"
Moss,15,50,10,0.57,0.50877193,21236.6,3.514428,-0.74438,22,0,-4.2939671929900146e-11,-6.014431028205324e-10,50.877193,72.28443975,59.20569176895129,-0.3615741343508196,"(41.9,62.7]"
Moss,15,50,11,3.23,0.377708978,54073.7,6.141396,1.882588,22,0.05749272587629195,1.916424195876398e-11,2.6842778784381947e-10,37.7708978,72.28443975,59.20569176895129,-0.5829429725217674,"[20.1,41.9]"
Moss,15,100,8,6.8,0.336764706,111689.7,10.750676,6.491868,22,0.0941718071032053,3.13906023677351e-11,4.3967875018415526e-10,33.6764706,66.79451647,67.30343902311257,-0.4920706333984952,"[20.1,41.9]"
Moss,15,100,9,1.13,1.938053097,6641.6,2.346828,-1.91198,22,0,-5.5634447987268794e-11,-7.792550226232778e-10,193.8053097,66.79451647,67.30343902311257,1.8871367507146761,"(109,434]"
Moss,15,100,10,2.31,0.649350649,406553.6,34.339788,30.08098,22,1.2845178313513868,4.281726104504622e-10,5.997285302796489e-9,64.9350649,66.79451647,67.30343902311257,-0.02762788346315339,"(62.7,109]"
Moss,15,100,11,0.6,0.616666667,93891,9.32678,5.067972,22,0.8331881657691926,2.7772938858973083e-10,3.890072227159783e-9,61.66666669999999,66.79451647,67.30343902311257,-0.07619001115587963,"(41.9,62.7]"
Moss,15,150,7,0.35,4.342857143,12095,2.7831,-1.475708,22,0,-1.3863448357431713e-10,-1.9418116210803878e-9,434.2857143,146.25343804,108.18579160149795,2.6623854389397645,"(109,434]"
Moss,15,150,8,0.7,1.414285714,27182.3,3.990084,-0.268724,22,0,-1.2622555737322293e-11,-1.7680035144595217e-10,141.4285714,146.25343804,108.18579160149795,-0.04459796955382426,"(109,434]"
Moss,15,150,9,0.57,2.807017544,11794.7,2.759076,-1.499732,22,0,-8.651226532520084e-11,-1.2117513467304906e-9,280.70175439999997,146.25343804,108.18579160149795,1.2427539177717528,"(109,434]"
Moss,15,150,10,0.48,1.625,139561,12.98038,8.721572,22,1.7923122348801321,5.974374116267107e-10,8.36812659343185e-9,162.5,146.25343804,108.18579160149795,0.15017278812216092,"(109,434]"
Moss,15,150,11,4.16,0.865384615,18533.8,3.298204,-0.960604,22,0,-7.592589880650992e-12,-1.0634712868131426e-10,86.5384615,146.25343804,108.18579160149795,-0.5519669048590035,"(62.7,109]"
Moss,25,25,13,3.08,0.626623377,569046.1,47.339188,42.675948,25,1.2027497334210586,4.0091657780701946e-10,5.6155182303695796e-9,62.6623377,63.472182345,44.76858797405757,-0.018089573105796543,"(41.9,62.7]"
Moss,25,25,14,3.44,0.447674419,25269.6,3.837068,-0.826172,25,0,-6.949180356687896e-12,-9.733508450202036e-11,44.7674419,63.472182345,44.76858797405757,-0.4178094796252898,"(41.9,62.7]"
Moss,25,25,15,0.56,1.571428571,108534.3,10.498244,5.835004,25,0.9044736927767708,3.0149123092559025e-10,4.222897224205465e-9,157.1428571,63.472182345,44.76858797405757,2.092330336826351,"(109,434]"
Moss,25,25,16,0.63,1.380952381,10754.5,2.67586,-1.98738,25,0,-9.127711804549078e-11,-1.2784912093277758e-9,138.0952381,63.472182345,44.76858797405757,1.6668619478962001,"(109,434]"
Moss,25,25,17,3.87,0.57881137,5881.4,2.286012,-2.377228,25,0,-1.7773846523181298e-11,-2.489529360962435e-10,57.881137,63.472182345,44.76858797405757,-0.12488768571927907,"(41.9,62.7]"
Moss,25,50,13,2.55,0.717647059,25876,2.9694,-1.69384,25,0,-1.922001657656079e-11,-2.6920900618291404e-10,71.76470590000001,72.28443975,59.20569176895129,-0.008778444005489244,"(62.7,109]"
Moss,25,50,15,4.09,0.816625917,14263.2,1.80812,-2.85512,25,0,-2.0198662474965966e-11,-2.829166056881058e-10,81.6625917,72.28443975,59.20569176895129,0.15839949960551072,"(62.7,109]"
Moss,25,50,16,1.55,0.864516129,64431.7,6.82497,2.16173,25,0.12106331451516648,4.035443817172216e-11,5.652325091398608e-10,86.4516129,72.28443975,59.20569176895129,0.23928735104197466,"(62.7,109]"
Moss,25,50,17,1.04,0.451923077,24124.8,2.79428,-1.86896,25,0,-5.1998189344789316e-11,-7.283230386956606e-10,45.1923077,72.28443975,59.20569176895129,-0.4575933705111725,"(41.9,62.7]"
