niche,sample_no,temp_C,moist,ppm,Bag_ID,avg_blank,bag_avg,ppm_corrected,incubation_time
Soil,1,35,10,83.989036,A,5.329488,6.220324,72.439224,24.25
Soil,2,35,10,202.80902,A,5.329488,6.220324,191.259208,24.25
Soil,3,35,10,5.01282,A,5.329488,6.220324,-6.536992,24.25
Soil,4,35,10,3.07242,A,5.329488,6.220324,-8.477392,24.25
Soil,5,35,10,3.001652,A,5.329488,6.220324,-8.54816,24.25
Soil,6,35,10,7.961484,A,5.329488,6.220324,-3.588328,24.25
Soil,7,35,10,2.7435,A,5.329488,6.220324,-8.806312,24.25
Soil,8,35,10,2.931236,A,5.329488,6.220324,-8.618576,24.25
Soil,9,35,10,5.141684,A,5.329488,6.220324,-6.408128,24.25
Soil,1,35,100,4.980332,A,5.329488,6.220324,-6.56948,24.25
Soil,2,35,100,4.359948,A,5.329488,6.220324,-7.189864,24.25
Soil,3,35,100,3.33362,A,5.329488,6.220324,-8.216192,24.25
Soil,4,35,100,3.539084,A,5.329488,6.220324,-8.010728,24.25
Soil,5,35,100,3.41438,A,5.329488,6.220324,-8.135432,24.25
Soil,6,35,100,2.332324,A,5.329488,6.220324,-9.217488,24.25
Soil,7,35,100,3.484092,A,5.329488,6.220324,-8.06572,24.25
Soil,8,35,100,3.797964,A,5.329488,6.220324,-7.751848,24.25
Soil,9,35,100,4.164724,A,5.329488,6.220324,-7.385088,24.25
Soil,1,35,50,4.137908,A,5.329488,6.220324,-7.411904,24.25
Soil,2,35,50,5.818748,A,5.329488,6.220324,-5.731064,24.25
Soil,3,35,50,2.804204,A,5.329488,6.220324,-8.745608,24.25
Soil,4,35,50,2.586324,A,5.329488,6.220324,-8.963488,24.25
Soil,5,35,50,3.989636,A,5.329488,6.220324,-7.560176,24.25
Soil,6,35,50,3.332972,A,5.329488,6.220324,-8.21684,24.25
Soil,7,35,50,3.222788,A,5.329488,6.220324,-8.327024,24.25
Soil,8,35,50,3.183388,A,5.329488,6.220324,-8.366424,24.25
Soil,9,35,50,7.142124,A,5.329488,6.220324,-4.407688,24.25
Soil,1,35,25,3.029908,A,5.329488,6.220324,-8.519904,24.25
Soil,2,35,25,3.45234,A,5.329488,6.220324,-8.097472,24.25
Soil,3,35,25,3.575972,A,5.329488,6.220324,-7.97384,24.25
Soil,4,35,25,3.332276,A,5.329488,6.220324,-8.217536,24.25
Soil,5,35,25,2.984596,A,5.329488,6.220324,-8.565216,24.25
Soil,6,35,25,3.0665,A,5.329488,6.220324,-8.483312,24.25
Soil,7,35,25,2.701308,A,5.329488,6.220324,-8.848504,24.25
Soil,8,35,25,3.207716,A,5.329488,6.220324,-8.342096,24.25
Soil,9,35,25,3.092404,A,5.329488,6.220324,-8.457408,24.25
Litter,1,35,25,17.078756,A,12.612708,6.220324,-1.754276,24.5
Litter,2,35,25,16.114692,A,12.612708,6.220324,-2.71834,24.5
Litter,3,35,25,19.27158,A,12.612708,6.220324,0.438548,24.5
Litter,4,35,25,8.515932,A,12.612708,6.220324,-10.3171,24.5
Litter,5,35,25,11.96066,A,12.612708,6.220324,-6.872372,24.5
Litter,6,35,25,11.759196,A,12.612708,6.220324,-7.073836,24.5
Litter,7,35,25,8.583412,A,12.612708,6.220324,-10.24962,24.5
Litter,8,35,25,10.281156,A,12.612708,6.220324,-8.551876,24.5
Litter,9,35,25,5.71998,A,12.612708,6.220324,-13.113052,24.5
Litter,1,35,50,13.61966,A,12.612708,6.220324,-5.213372,24.5
Litter,2,35,50,12.679452,A,12.612708,6.220324,-6.15358,24.5
Litter,3,35,50,13.311004,A,12.612708,6.220324,-5.522028,24.5
Litter,4,35,50,13.778508,A,12.612708,6.220324,-5.054524,24.5
Litter,5,35,50,4.96186,A,12.612708,6.220324,-13.871172,24.5
Litter,6,35,50,6.420716,A,12.612708,6.220324,-12.412316,24.5
Litter,7,35,50,24.67086,A,12.612708,6.220324,5.837828,24.5
Litter,8,35,50,16.94166,A,12.612708,6.220324,-1.891372,24.5
Litter,9,35,50,15.528716,A,12.612708,6.220324,-3.304316,24.5
Litter,1,35,100,24.60326,A,12.612708,6.220324,5.770228,24.5
Litter,2,35,100,26.503436,A,12.612708,6.220324,7.670404,24.5
Litter,3,35,100,10.742748,A,12.612708,6.220324,-8.090284,24.5
Litter,4,35,100,16.777724,A,12.612708,6.220324,-2.055308,24.5
Litter,5,35,100,14.636708,A,12.612708,6.220324,-4.196324,24.5
Litter,6,35,100,22.175428,A,12.612708,6.220324,3.342396,24.5
Litter,7,35,100,26.398228,A,12.612708,6.220324,7.565196,24.5
Litter,8,35,100,12.977604,A,12.612708,6.220324,-5.855428,24.5
Litter,9,35,100,18.12122,A,12.612708,6.220324,-0.711812,24.5
Litter,1,35,150,27.114804,A,12.612708,6.220324,8.281772,24.5
Litter,2,35,150,13.142164,A,12.612708,6.220324,-5.690868,24.5
Litter,3,35,150,22.63698,A,12.612708,6.220324,3.803948,24.5
Litter,4,35,150,10.1009,A,12.612708,6.220324,-8.732132,24.5
Litter,5,35,150,24.034012,A,12.612708,6.220324,5.20098,24.5
Litter,6,35,150,16.246476,A,12.612708,6.220324,-2.586556,24.5
Litter,7,35,150,16.963924,A,12.612708,6.220324,-1.869108,24.5
Litter,8,35,150,12.968892,A,12.612708,6.220324,-5.86414,24.5
Litter,9,35,150,22.115788,A,12.612708,6.220324,3.282756,24.5
