"","data_file","niche","sample_no","temp","moist_level","peaka rea","ppm","Bag_ID","bag_avg","avg_blank","ppm_corrected"
"201","2022_09_05_REH_clim_exp2_092","Wood",3,"5 C",1,2430,2.3253,"AB",2.1591825,5.84379,-5.6776725
"202","2022_09_05_REH_clim_exp2_093","Wood",4,"5 C",1,7081.5,2.69742,"AB",2.1591825,5.84379,-5.3055525
"203","2022_09_05_REH_clim_exp2_094","Wood",5,"5 C",1,4422.7,2.484716,"AB",2.1591825,5.84379,-5.5182565
"204","2022_09_05_REH_clim_exp2_095","Wood",6,"5 C",1,3377.6,2.401108,"AB",2.1591825,5.84379,-5.6018645
"205","2022_09_05_REH_clim_exp2_096","Wood",7,"5 C",1,18778.3,3.633164,"AB",2.1591825,5.84379,-4.3698085
"206","2022_09_05_REH_clim_exp2_097","Wood",8,"5 C",1,64796.4,7.314612,"AB",2.1591825,5.84379,-0.6883605
"207","2022_09_05_REH_clim_exp2_098","Wood",9,"5 C",1,31251.4,4.631012,"AB",2.1591825,5.84379,-3.3719605
"208","2022_09_05_REH_clim_exp2_100","Wood",1,"5 C",1.5,3397.4,2.402692,"AB",2.1591825,5.84379,-5.6002805
"209","2022_09_05_REH_clim_exp2_101","Wood",2,"5 C",1.5,6662.3,2.663884,"AB",2.1591825,5.84379,-5.3390885
"210","2022_09_05_REH_clim_exp2_102","Wood",3,"5 C",1.5,4447.5,2.4867,"AB",2.1591825,5.84379,-5.5162725
"211","2022_09_05_REH_clim_exp2_103","Wood",4,"5 C",1.5,1073.4,2.216772,"AB",2.1591825,5.84379,-5.7862005
"212","2022_09_05_REH_clim_exp2_104","Wood",5,"5 C",1.5,4911,2.52378,"AB",2.1591825,5.84379,-5.4791925
"213","2022_09_05_REH_clim_exp2_105","Wood",6,"5 C",1.5,7689.2,2.746036,"AB",2.1591825,5.84379,-5.2569365
"214","2022_09_05_REH_clim_exp2_106","Wood",7,"5 C",1.5,163330.7,15.197356,"AB",2.1591825,5.84379,7.1943835
"215","2022_09_05_REH_clim_exp2_107","Wood",8,"5 C",1.5,17950.4,3.566932,"AB",2.1591825,5.84379,-4.4360405
"216","2022_09_05_REH_clim_exp2_108","Wood",9,"5 C",1.5,5788.6,2.593988,"AB",2.1591825,5.84379,-5.4089845
"217","2022_09_06_REH_clim_exp2_004","Soil",1,"25 C",0.25,14975.4,3.328932,"A",6.220324,2.918506,-5.809898
"218","2022_09_06_REH_clim_exp2_005","Soil",2,"25 C",0.25,9077.8,2.857124,"A",6.220324,2.918506,-6.281706
"219","2022_09_06_REH_clim_exp2_006","Soil",3,"25 C",0.25,5887.7,2.601916,"A",6.220324,2.918506,-6.536914
"220","2022_09_06_REH_clim_exp2_007","Soil",4,"25 C",0.25,10616.6,2.980228,"A",6.220324,2.918506,-6.158602
"221","2022_09_06_REH_clim_exp2_008","Soil",5,"25 C",0.25,9456.4,2.887412,"A",6.220324,2.918506,-6.251418
"222","2022_09_06_REH_clim_exp2_009","Soil",6,"25 C",0.25,12530.2,3.133316,"A",6.220324,2.918506,-6.005514
"223","2022_09_06_REH_clim_exp2_010","Soil",7,"25 C",0.25,59169.3,6.864444,"A",6.220324,2.918506,-2.274386
"224","2022_09_06_REH_clim_exp2_011","Soil",8,"25 C",0.25,8793.2,2.834356,"A",6.220324,2.918506,-6.304474
"225","2022_09_06_REH_clim_exp2_012","Soil",9,"25 C",0.25,12094.2,3.098436,"A",6.220324,2.918506,-6.040394
"226","2022_09_06_REH_clim_exp2_014","Soil",1,"25 C",0.5,2146.2,2.302596,"A",6.220324,2.918506,-6.836234
"227","2022_09_06_REH_clim_exp2_015","Soil",2,"25 C",0.5,92261.9,9.511852,"A",6.220324,2.918506,0.373021999999999
"228","2022_09_06_REH_clim_exp2_016","Soil",3,"25 C",0.5,17137.5,3.5019,"A",6.220324,2.918506,-5.63693
"229","2022_09_06_REH_clim_exp2_017","Soil",4,"25 C",0.5,2445.6,2.326548,"A",6.220324,2.918506,-6.812282
"230","2022_09_06_REH_clim_exp2_018","Soil",5,"25 C",0.5,4494,2.49042,"A",6.220324,2.918506,-6.64841
"231","2022_09_06_REH_clim_exp2_019","Soil",6,"25 C",0.5,29710.9,4.507772,"A",6.220324,2.918506,-4.631058
"232","2022_09_06_REH_clim_exp2_020","Soil",7,"25 C",0.5,6983,2.68954,"A",6.220324,2.918506,-6.44929
"233","2022_09_06_REH_clim_exp2_021","Soil",8,"25 C",0.5,15017.6,3.332308,"A",6.220324,2.918506,-5.806522
"234","2022_09_06_REH_clim_exp2_022","Soil",9,"25 C",0.5,36995.3,5.090524,"A",6.220324,2.918506,-4.048306
"235","2022_09_06_REH_clim_exp2_024","Soil",1,"25 C",1,28646.5,4.42262,"A",6.220324,2.918506,-4.71621
"236","2022_09_06_REH_clim_exp2_025","Soil",2,"25 C",1,88798.2,9.234756,"A",6.220324,2.918506,0.0959260000000004
"237","2022_09_06_REH_clim_exp2_026","Soil",3,"25 C",1,43466.4,5.608212,"A",6.220324,2.918506,-3.530618
"238","2022_09_06_REH_clim_exp2_027","Soil",4,"25 C",1,10606.5,2.97942,"A",6.220324,2.918506,-6.15941
"239","2022_09_06_REH_clim_exp2_028","Soil",5,"25 C",1,10028.8,2.933204,"A",6.220324,2.918506,-6.205626
"240","2022_09_06_REH_clim_exp2_029","Soil",6,"25 C",1,3375.9,2.400972,"A",6.220324,2.918506,-6.737858
"241","2022_09_06_REH_clim_exp2_030","Soil",7,"25 C",1,6706.4,2.667412,"A",6.220324,2.918506,-6.471418
"242","2022_09_06_REH_clim_exp2_031","Soil",8,"25 C",1,13641.8,3.222244,"A",6.220324,2.918506,-5.916586
"243","2022_09_06_REH_clim_exp2_032","Soil",9,"25 C",1,15780.5,3.39334,"A",6.220324,2.918506,-5.74549
"244","2022_09_06_REH_clim_exp2_034","Soil",1,"25 C",0.1,13399.4,3.202852,"A",6.220324,2.918506,-5.935978
"245","2022_09_06_REH_clim_exp2_035","Soil",2,"25 C",0.1,7064.9,2.696092,"A",6.220324,2.918506,-6.442738
"246","2022_09_06_REH_clim_exp2_036","Soil",3,"25 C",0.1,23589.4,4.018052,"A",6.220324,2.918506,-5.120778
"247","2022_09_06_REH_clim_exp2_037","Soil",4,"25 C",0.1,6923.4,2.684772,"A",6.220324,2.918506,-6.454058
"248","2022_09_06_REH_clim_exp2_038","Soil",5,"25 C",0.1,15887.9,3.401932,"A",6.220324,2.918506,-5.736898
"249","2022_09_06_REH_clim_exp2_039","Soil",6,"25 C",0.1,44058.6,5.655588,"A",6.220324,2.918506,-3.483242
"250","2022_09_06_REH_clim_exp2_040","Soil",7,"25 C",0.1,14260,3.2717,"A",6.220324,2.918506,-5.86713
"251","2022_09_06_REH_clim_exp2_041","Soil",8,"25 C",0.1,10919.8,3.004484,"A",6.220324,2.918506,-6.134346
"252","2022_09_06_REH_clim_exp2_042","Soil",9,"25 C",0.1,7762.2,2.751876,"A",6.220324,2.918506,-6.386954
"253","2022_09_06_REH_clim_exp2_052","Litter",1,"25 C",0.25,35135.3,4.941724,"A",6.220324,3.594198,-4.872798
"254","2022_09_06_REH_clim_exp2_053","Litter",2,"25 C",0.25,31483.5,4.64958,"A",6.220324,3.594198,-5.164942
"255","2022_09_06_REH_clim_exp2_054","Litter",3,"25 C",0.25,20233.3,3.749564,"A",6.220324,3.594198,-6.064958
"256","2022_09_06_REH_clim_exp2_055","Litter",4,"25 C",0.25,19833.2,3.717556,"A",6.220324,3.594198,-6.096966
"257","2022_09_06_REH_clim_exp2_056","Litter",5,"25 C",0.25,31456.2,4.647396,"A",6.220324,3.594198,-5.167126
"258","2022_09_06_REH_clim_exp2_057","Litter",6,"25 C",0.25,20259.7,3.751676,"A",6.220324,3.594198,-6.062846
"259","2022_09_06_REH_clim_exp2_058","Litter",7,"25 C",0.25,19753.3,3.711164,"A",6.220324,3.594198,-6.103358
"260","2022_09_06_REH_clim_exp2_059","Litter",8,"25 C",0.25,21639,3.86202,"A",6.220324,3.594198,-5.952502
"261","2022_09_06_REH_clim_exp2_060","Litter",9,"25 C",0.25,21953.2,3.887156,"A",6.220324,3.594198,-5.927366
"262","2022_09_06_REH_clim_exp2_062","Litter",1,"25 C",0.5,35394.8,4.962484,"A",6.220324,3.594198,-4.852038
"263","2022_09_06_REH_clim_exp2_063","Litter",2,"25 C",0.5,31125.3,4.620924,"A",6.220324,3.594198,-5.193598
"264","2022_09_06_REH_clim_exp2_064","Litter",3,"25 C",0.5,39595.6,5.298548,"A",6.220324,3.594198,-4.515974
"265","2022_09_06_REH_clim_exp2_065","Litter",4,"25 C",0.5,33565.7,4.816156,"A",6.220324,3.594198,-4.998366
"266","2022_09_06_REH_clim_exp2_066","Litter",5,"25 C",0.5,35489.4,4.970052,"A",6.220324,3.594198,-4.84447
"267","2022_09_06_REH_clim_exp2_067","Litter",6,"25 C",0.5,42369.9,5.520492,"A",6.220324,3.594198,-4.29403
"268","2022_09_06_REH_clim_exp2_068","Litter",7,"25 C",0.5,57581.3,6.737404,"A",6.220324,3.594198,-3.077118
"269","2022_09_06_REH_clim_exp2_069","Litter",8,"25 C",0.5,25438.6,4.165988,"A",6.220324,3.594198,-5.648534
"270","2022_09_06_REH_clim_exp2_070","Litter",9,"25 C",0.5,35254.5,4.95126,"A",6.220324,3.594198,-4.863262
"271","2022_09_06_REH_clim_exp2_072","Litter",1,"25 C",1,79751,8.51098,"A",6.220324,3.594198,-1.303542
"272","2022_09_06_REH_clim_exp2_073","Litter",2,"25 C",1,79039.1,8.454028,"A",6.220324,3.594198,-1.360494
"273","2022_09_06_REH_clim_exp2_074","Litter",3,"25 C",1,46254.6,5.831268,"A",6.220324,3.594198,-3.983254
"274","2022_09_06_REH_clim_exp2_075","Litter",4,"25 C",1,148114.6,13.980068,"A",6.220324,3.594198,4.165546
"275","2022_09_06_REH_clim_exp2_076","Litter",5,"25 C",1,76915.1,8.284108,"A",6.220324,3.594198,-1.530414
"276","2022_09_06_REH_clim_exp2_077","Litter",6,"25 C",1,34446.7,4.886636,"A",6.220324,3.594198,-4.927886
"277","2022_09_06_REH_clim_exp2_078","Litter",7,"25 C",1,55218.8,6.548404,"A",6.220324,3.594198,-3.266118
"278","2022_09_06_REH_clim_exp2_079","Litter",8,"25 C",1,112373.1,11.120748,"A",6.220324,3.594198,1.306226
"279","2022_09_06_REH_clim_exp2_080","Litter",9,"25 C",1,88399.6,9.202868,"A",6.220324,3.594198,-0.611654
"280","2022_09_06_REH_clim_exp2_082","Litter",1,"25 C",1.5,5612.8,2.579924,"A",6.220324,3.594198,-7.234598
"281","2022_09_06_REH_clim_exp2_083","Litter",2,"25 C",1.5,132347.2,12.718676,"A",6.220324,3.594198,2.904154
"282","2022_09_06_REH_clim_exp2_084","Litter",3,"25 C",1.5,56243,6.63034,"A",6.220324,3.594198,-3.184182
"283","2022_09_06_REH_clim_exp2_085","Litter",4,"25 C",1.5,51436.1,6.245788,"A",6.220324,3.594198,-3.568734
"284","2022_09_06_REH_clim_exp2_086","Litter",5,"25 C",1.5,33693.5,4.82638,"A",6.220324,3.594198,-4.988142
"285","2022_09_06_REH_clim_exp2_087","Litter",6,"25 C",1.5,16947.9,3.486732,"A",6.220324,3.594198,-6.32779
"286","2022_09_06_REH_clim_exp2_088","Litter",7,"25 C",1.5,25362.6,4.159908,"A",6.220324,3.594198,-5.654614
"287","2022_09_06_REH_clim_exp2_089","Litter",8,"25 C",1.5,22357.5,3.9195,"A",6.220324,3.594198,-5.895022
"288","2022_09_06_REH_clim_exp2_090","Litter",9,"25 C",1.5,18519.9,3.612492,"A",6.220324,3.594198,-6.20203
"289","2022_09_06_REH_clim_exp2_095","Wood",1,"25 C",0.25,95011.2,9.731796,"A",6.220324,15.129416,-11.617944
"290","2022_09_06_REH_clim_exp2_096","Wood",2,"25 C",0.25,18612.8,3.619924,"A",6.220324,15.129416,-17.729816
"291","2022_09_06_REH_clim_exp2_097","Wood",3,"25 C",0.25,128360.5,12.39974,"A",6.220324,15.129416,-8.95
"292","2022_09_06_REH_clim_exp2_098","Wood",4,"25 C",0.25,13808.5,3.23558,"A",6.220324,15.129416,-18.11416
"293","2022_09_06_REH_clim_exp2_099","Wood",5,"25 C",0.25,36236.2,5.029796,"A",6.220324,15.129416,-16.319944
"294","2022_09_06_REH_clim_exp2_100","Wood",6,"25 C",0.25,19425.8,3.684964,"A",6.220324,15.129416,-17.664776
"295","2022_09_06_REH_clim_exp2_101","Wood",7,"25 C",0.25,32061.1,4.695788,"A",6.220324,15.129416,-16.653952
"296","2022_09_06_REH_clim_exp2_102","Wood",8,"25 C",0.25,238475.6,21.208948,"A",6.220324,15.129416,-0.140791999999994
"297","2022_09_06_REH_clim_exp2_103","Wood",9,"25 C",0.25,17185.5,3.50574,"A",6.220324,15.129416,-17.844
"298","2022_09_06_REH_clim_exp2_108","Wood",4,"25 C",0.5,62971.8,7.168644,"A",6.220324,15.129416,-14.181096
"299","2022_09_06_REH_clim_exp2_109","Wood",1,"25 C",0.5,151200.2,14.226916,"A",6.220324,15.129416,-7.12282399999999
"300","2022_09_06_REH_clim_exp2_110","Wood",2,"25 C",0.5,59559.1,6.895628,"A",6.220324,15.129416,-14.454112
"301","2022_09_06_REH_clim_exp2_111","Wood",3,"25 C",0.5,55859.7,6.599676,"A",6.220324,15.129416,-14.750064
"302","2022_09_06_REH_clim_exp2_112","Wood",5,"25 C",0.5,60742.8,6.990324,"A",6.220324,15.129416,-14.359416
"303","2022_09_06_REH_clim_exp2_113","Wood",6,"25 C",0.5,82372.5,8.7207,"A",6.220324,15.129416,-12.62904
"304","2022_09_06_REH_clim_exp2_114","Wood",7,"25 C",0.5,89781.9,9.313452,"A",6.220324,15.129416,-12.036288
"305","2022_09_06_REH_clim_exp2_115","Wood",8,"25 C",0.5,122297.2,11.914676,"A",6.220324,15.129416,-9.435064
"306","2022_09_06_REH_clim_exp2_116","Wood",9,"25 C",0.5,168919.7,15.644476,"A",6.220324,15.129416,-5.70526399999999
"307","2022_09_06_REH_clim_exp2_118","Wood",1,"25 C",1,83358,8.79954,"A",6.220324,15.129416,-12.5502
"308","2022_09_06_REH_clim_exp2_119","Wood",2,"25 C",1,107116.9,10.700252,"A",6.220324,15.129416,-10.649488
"309","2022_09_06_REH_clim_exp2_120","Wood",3,"25 C",1,52284.2,6.313636,"A",6.220324,15.129416,-15.036104
"310","2022_09_06_REH_clim_exp2_121","Wood",4,"25 C",1,248197.8,21.986724,"A",6.220324,15.129416,0.636984000000005
"311","2022_09_06_REH_clim_exp2_122","Wood",5,"25 C",1,101807.6,10.275508,"A",6.220324,15.129416,-11.074232
"312","2022_09_06_REH_clim_exp2_123","Wood",6,"25 C",1,68611.9,7.619852,"A",6.220324,15.129416,-13.729888
"313","2022_09_06_REH_clim_exp2_124","Wood",7,"25 C",1,284804.9,24.915292,"A",6.220324,15.129416,3.56555200000001
"314","2022_09_06_REH_clim_exp2_125","Wood",8,"25 C",1,43194.2,5.586436,"A",6.220324,15.129416,-15.763304
"315","2022_09_06_REH_clim_exp2_126","Wood",9,"25 C",1,95664.3,9.784044,"A",6.220324,15.129416,-11.565696
"316","2022_09_06_REH_clim_exp2_128","Wood",1,"25 C",1.5,104845.9,10.518572,"A",6.220324,15.129416,-10.831168
"317","2022_09_06_REH_clim_exp2_129","Wood",2,"25 C",1.5,251111.5,22.21982,"A",6.220324,15.129416,0.870080000000005
"318","2022_09_06_REH_clim_exp2_130","Wood",3,"25 C",1.5,135794.2,12.994436,"A",6.220324,15.129416,-8.35530399999999
"319","2022_09_06_REH_clim_exp2_131","Wood",4,"25 C",1.5,276446.7,24.246636,"A",6.220324,15.129416,2.89689600000001
"320","2022_09_06_REH_clim_exp2_132","Wood",5,"25 C",1.5,351955.7,30.287356,"A",6.220324,15.129416,8.93761600000001
"321","2022_09_06_REH_clim_exp2_133","Wood",6,"25 C",1.5,425276,36.15298,"A",6.220324,15.129416,14.80324
"322","2022_09_06_REH_clim_exp2_134","Wood",7,"25 C",1.5,126689.6,12.266068,"A",6.220324,15.129416,-9.08367199999999
"323","2022_09_06_REH_clim_exp2_135","Wood",8,"25 C",1.5,542074.4,45.496852,"A",6.220324,15.129416,24.147112
"324","2022_09_06_REH_clim_exp2_136","Wood",9,"25 C",1.5,139232.6,13.269508,"A",6.220324,15.129416,-8.080232
"325","2022_09_08_REH_clim_exp2_017","Wood",1,"35 C",0.25,85227.1,8.670068,"A",6.220324,8.261408,-5.811664
"326","2022_09_08_REH_clim_exp2_018","Wood",2,"35 C",0.25,45530.4,5.494332,"A",6.220324,8.261408,-8.9874
"327","2022_09_08_REH_clim_exp2_019","Wood",3,"35 C",0.25,134084.8,12.578684,"A",6.220324,8.261408,-1.903048
"328","2022_09_08_REH_clim_exp2_020","Wood",4,"35 C",0.25,24824.7,3.837876,"A",6.220324,8.261408,-10.643856
"329","2022_09_08_REH_clim_exp2_021","Wood",5,"35 C",0.25,23756.1,3.752388,"A",6.220324,8.261408,-10.729344
"330","2022_09_08_REH_clim_exp2_022","Wood",6,"35 C",0.25,33152.9,4.504132,"A",6.220324,8.261408,-9.9776
"331","2022_09_08_REH_clim_exp2_023","Wood",7,"35 C",0.25,90226.1,9.069988,"A",6.220324,8.261408,-5.411744
"332","2022_09_08_REH_clim_exp2_024","Wood",8,"35 C",0.25,72447.3,7.647684,"A",6.220324,8.261408,-6.834048
"333","2022_09_08_REH_clim_exp2_025","Wood",9,"35 C",0.25,15862.1,3.120868,"A",6.220324,8.261408,-11.360864
"334","2022_09_08_REH_clim_exp2_027","Wood",1,"35 C",0.5,88887.9,8.962932,"A",6.220324,8.261408,-5.5188
"335","2022_09_08_REH_clim_exp2_028","Wood",2,"35 C",0.5,122174.8,11.625884,"A",6.220324,8.261408,-2.855848
"336","2022_09_08_REH_clim_exp2_029","Wood",3,"35 C",0.5,107165.8,10.425164,"A",6.220324,8.261408,-4.056568
"337","2022_09_08_REH_clim_exp2_030","Wood",4,"35 C",0.5,39459.8,5.008684,"A",6.220324,8.261408,-9.473048
"338","2022_09_08_REH_clim_exp2_031","Wood",5,"35 C",0.5,78565.9,8.137172,"A",6.220324,8.261408,-6.34456
"339","2022_09_08_REH_clim_exp2_032","Wood",6,"35 C",0.5,60503,6.69214,"A",6.220324,8.261408,-7.789592
"340","2022_09_08_REH_clim_exp2_033","Wood",7,"35 C",0.5,83044.1,8.495428,"A",6.220324,8.261408,-5.986304
"341","2022_09_08_REH_clim_exp2_034","Wood",8,"35 C",0.5,47320.5,5.63754,"A",6.220324,8.261408,-8.844192
"342","2022_09_08_REH_clim_exp2_035","Wood",9,"35 C",0.5,43291.1,5.315188,"A",6.220324,8.261408,-9.166544
"343","2022_09_08_REH_clim_exp2_037","Wood",1,"35 C",1,173983.5,15.77058,"A",6.220324,8.261408,1.288848
"344","2022_09_08_REH_clim_exp2_038","Wood",2,"35 C",1,213509,18.93262,"A",6.220324,8.261408,4.450888
"345","2022_09_08_REH_clim_exp2_039","Wood",3,"35 C",1,125726.2,11.909996,"A",6.220324,8.261408,-2.571736
"346","2022_09_08_REH_clim_exp2_040","Wood",4,"35 C",1,303616.5,26.14122,"A",6.220324,8.261408,11.659488
"347","2022_09_08_REH_clim_exp2_041","Wood",5,"35 C",1,34345,4.5995,"A",6.220324,8.261408,-9.882232
"348","2022_09_08_REH_clim_exp2_042","Wood",6,"35 C",1,36525,4.7739,"A",6.220324,8.261408,-9.707832
"349","2022_09_08_REH_clim_exp2_043","Wood",7,"35 C",1,16611.4,3.180812,"A",6.220324,8.261408,-11.30092
"350","2022_09_08_REH_clim_exp2_044","Wood",8,"35 C",1,462546.4,38.855612,"A",6.220324,8.261408,24.37388
"351","2022_09_08_REH_clim_exp2_045","Wood",9,"35 C",1,16781.3,3.194404,"A",6.220324,8.261408,-11.287328
"352","2022_09_08_REH_clim_exp2_047","Wood",1,"35 C",1.5,431549,36.37582,"A",6.220324,8.261408,21.894088
"353","2022_09_08_REH_clim_exp2_048","Wood",2,"35 C",1.5,258643.6,22.543388,"A",6.220324,8.261408,8.061656
"354","2022_09_08_REH_clim_exp2_049","Wood",3,"35 C",1.5,237683.6,20.866588,"A",6.220324,8.261408,6.384856
"355","2022_09_08_REH_clim_exp2_050","Wood",4,"35 C",1.5,79317.1,8.197268,"A",6.220324,8.261408,-6.284464
"356","2022_09_08_REH_clim_exp2_051","Wood",5,"35 C",1.5,134096.4,12.579612,"A",6.220324,8.261408,-1.90212
"357","2022_09_08_REH_clim_exp2_052","Wood",6,"35 C",1.5,316140.3,27.143124,"A",6.220324,8.261408,12.661392
"358","2022_09_08_REH_clim_exp2_053","Wood",7,"35 C",1.5,157597.6,14.459708,"A",6.220324,8.261408,-0.0220239999999983
"359","2022_09_08_REH_clim_exp2_054","Wood",8,"35 C",1.5,40237.6,5.070908,"A",6.220324,8.261408,-9.410824
"360","2022_09_08_REH_clim_exp2_055","Wood",9,"35 C",1.5,92615,9.2611,"A",6.220324,8.261408,-5.220632
"361","2022_09_08_REH_clim_exp2_060","Soil",1,"35 C",0.1,1026714.2,83.989036,"A",6.220324,5.329488,72.439224
"362","2022_09_08_REH_clim_exp2_061","Soil",2,"35 C",0.1,2511964,202.80902,"A",6.220324,5.329488,191.259208
"363","2022_09_08_REH_clim_exp2_062","Soil",3,"35 C",0.1,39511.5,5.01282,"A",6.220324,5.329488,-6.536992
"364","2022_09_08_REH_clim_exp2_063","Soil",4,"35 C",0.1,15256.5,3.07242,"A",6.220324,5.329488,-8.477392
"365","2022_09_08_REH_clim_exp2_064","Soil",5,"35 C",0.1,14371.9,3.001652,"A",6.220324,5.329488,-8.54816
"366","2022_09_08_REH_clim_exp2_065","Soil",6,"35 C",0.1,76369.8,7.961484,"A",6.220324,5.329488,-3.588328
"367","2022_09_08_REH_clim_exp2_066","Soil",7,"35 C",0.1,11145,2.7435,"A",6.220324,5.329488,-8.806312
"368","2022_09_08_REH_clim_exp2_067","Soil",8,"35 C",0.1,13491.7,2.931236,"A",6.220324,5.329488,-8.618576
"369","2022_09_08_REH_clim_exp2_068","Soil",9,"35 C",0.1,41122.3,5.141684,"A",6.220324,5.329488,-6.408128
"370","2022_09_08_REH_clim_exp2_070","Soil",1,"35 C",1,39105.4,4.980332,"A",6.220324,5.329488,-6.56948
"371","2022_09_08_REH_clim_exp2_071","Soil",2,"35 C",1,31350.6,4.359948,"A",6.220324,5.329488,-7.189864
"372","2022_09_08_REH_clim_exp2_072","Soil",3,"35 C",1,18521.5,3.33362,"A",6.220324,5.329488,-8.216192
"373","2022_09_08_REH_clim_exp2_073","Soil",4,"35 C",1,21089.8,3.539084,"A",6.220324,5.329488,-8.010728
"374","2022_09_08_REH_clim_exp2_074","Soil",5,"35 C",1,19531,3.41438,"A",6.220324,5.329488,-8.135432
"375","2022_09_08_REH_clim_exp2_075","Soil",6,"35 C",1,6005.3,2.332324,"A",6.220324,5.329488,-9.217488
"376","2022_09_08_REH_clim_exp2_076","Soil",7,"35 C",1,20402.4,3.484092,"A",6.220324,5.329488,-8.06572
"377","2022_09_08_REH_clim_exp2_077","Soil",8,"35 C",1,24325.8,3.797964,"A",6.220324,5.329488,-7.751848
"378","2022_09_08_REH_clim_exp2_078","Soil",9,"35 C",1,28910.3,4.164724,"A",6.220324,5.329488,-7.385088
"379","2022_09_08_REH_clim_exp2_080","Soil",1,"35 C",0.5,28575.1,4.137908,"A",6.220324,5.329488,-7.411904
"380","2022_09_08_REH_clim_exp2_081","Soil",2,"35 C",0.5,49585.6,5.818748,"A",6.220324,5.329488,-5.731064
"381","2022_09_08_REH_clim_exp2_082","Soil",3,"35 C",0.5,11903.8,2.804204,"A",6.220324,5.329488,-8.745608
"382","2022_09_08_REH_clim_exp2_083","Soil",4,"35 C",0.5,9180.3,2.586324,"A",6.220324,5.329488,-8.963488
"383","2022_09_08_REH_clim_exp2_084","Soil",5,"35 C",0.5,26721.7,3.989636,"A",6.220324,5.329488,-7.560176
"384","2022_09_08_REH_clim_exp2_085","Soil",6,"35 C",0.5,18513.4,3.332972,"A",6.220324,5.329488,-8.21684
"385","2022_09_08_REH_clim_exp2_086","Soil",7,"35 C",0.5,17136.1,3.222788,"A",6.220324,5.329488,-8.327024
"386","2022_09_08_REH_clim_exp2_087","Soil",8,"35 C",0.5,16643.6,3.183388,"A",6.220324,5.329488,-8.366424
"387","2022_09_08_REH_clim_exp2_088","Soil",9,"35 C",0.5,66127.8,7.142124,"A",6.220324,5.329488,-4.407688
"388","2022_09_08_REH_clim_exp2_090","Soil",1,"35 C",0.25,14725.1,3.029908,"A",6.220324,5.329488,-8.519904
"389","2022_09_08_REH_clim_exp2_091","Soil",2,"35 C",0.25,20005.5,3.45234,"A",6.220324,5.329488,-8.097472
"390","2022_09_08_REH_clim_exp2_092","Soil",3,"35 C",0.25,21550.9,3.575972,"A",6.220324,5.329488,-7.97384
"391","2022_09_08_REH_clim_exp2_093","Soil",4,"35 C",0.25,18504.7,3.332276,"A",6.220324,5.329488,-8.217536
"392","2022_09_08_REH_clim_exp2_094","Soil",5,"35 C",0.25,14158.7,2.984596,"A",6.220324,5.329488,-8.565216
"393","2022_09_08_REH_clim_exp2_095","Soil",6,"35 C",0.25,15182.5,3.0665,"A",6.220324,5.329488,-8.483312
"394","2022_09_08_REH_clim_exp2_096","Soil",7,"35 C",0.25,10617.6,2.701308,"A",6.220324,5.329488,-8.848504
"395","2022_09_08_REH_clim_exp2_097","Soil",8,"35 C",0.25,16947.7,3.207716,"A",6.220324,5.329488,-8.342096
"396","2022_09_08_REH_clim_exp2_098","Soil",9,"35 C",0.25,15506.3,3.092404,"A",6.220324,5.329488,-8.457408
"397","2022_09_08_REH_clim_exp2_103","Litter",1,"35 C",0.25,190335.7,17.078756,"A",6.220324,12.612708,-1.754276
"398","2022_09_08_REH_clim_exp2_104","Litter",2,"35 C",0.25,178284.9,16.114692,"A",6.220324,12.612708,-2.71834
"399","2022_09_08_REH_clim_exp2_105","Litter",3,"35 C",0.25,217746,19.27158,"A",6.220324,12.612708,0.438548000000001
"400","2022_09_08_REH_clim_exp2_106","Litter",4,"35 C",0.25,83300.4,8.515932,"A",6.220324,12.612708,-10.3171
"401","2022_09_08_REH_clim_exp2_107","Litter",5,"35 C",0.25,126359.5,11.96066,"A",6.220324,12.612708,-6.872372
"402","2022_09_08_REH_clim_exp2_108","Litter",6,"35 C",0.25,123841.2,11.759196,"A",6.220324,12.612708,-7.073836
"403","2022_09_08_REH_clim_exp2_109","Litter",7,"35 C",0.25,84143.9,8.583412,"A",6.220324,12.612708,-10.24962
"404","2022_09_08_REH_clim_exp2_110","Litter",8,"35 C",0.25,105365.7,10.281156,"A",6.220324,12.612708,-8.551876
"405","2022_09_08_REH_clim_exp2_111","Litter",9,"35 C",0.25,48351,5.71998,"A",6.220324,12.612708,-13.113052
"406","2022_09_08_REH_clim_exp2_113","Litter",1,"35 C",0.5,147097,13.61966,"A",6.220324,12.612708,-5.213372
"407","2022_09_08_REH_clim_exp2_114","Litter",2,"35 C",0.5,135344.4,12.679452,"A",6.220324,12.612708,-6.15358
"408","2022_09_08_REH_clim_exp2_115","Litter",3,"35 C",0.5,143238.8,13.311004,"A",6.220324,12.612708,-5.522028
"409","2022_09_08_REH_clim_exp2_116","Litter",4,"35 C",0.5,149082.6,13.778508,"A",6.220324,12.612708,-5.054524
"410","2022_09_08_REH_clim_exp2_117","Litter",5,"35 C",0.5,38874.5,4.96186,"A",6.220324,12.612708,-13.871172
"411","2022_09_08_REH_clim_exp2_118","Litter",6,"35 C",0.5,57110.2,6.420716,"A",6.220324,12.612708,-12.412316
"412","2022_09_08_REH_clim_exp2_119","Litter",7,"35 C",0.5,285237,24.67086,"A",6.220324,12.612708,5.837828
